Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Pharaoh Brown TE - NE,Pharaoh Brown,TE,NE,@NYJ,FA,,,,,,,2.0,71.0,1.0,,,,,,,30.1
Sam LaPorta TE - DET View News,Sam LaPorta,TE,DET,ATL,Alta Villa Cardinals,,,,,,,8.0,84.0,1.0,,,,,,,27.4
Travis Kelce TE - KC,Travis Kelce,TE,KC,CHI,dirty birds,,,,,,,7.0,69.0,1.0,,,,,,,19.9
George Kittle TE - SF,George Kittle,TE,SF,NYG,Magic Eulers,,,,,,,7.0,90.0,,,,,,,,16.0
Donald Parham TE - LAC,Donald Parham,TE,LAC,@MIN,FA,,,,,,,2.0,4.0,2.0,,,,,,,14.4
Evan Engram TE - JAX,Evan Engram,TE,JAX,HOU,Washington Fantasy Team,,,,,,,7.0,67.0,,,,,,,,13.7
Pat Freiermuth TE - PIT,Pat Freiermuth,TE,PIT,@LV,St Quintin Heidschnucken,,,,,,,3.0,41.0,1.0,,,,,,,13.1
Tyler Higbee TE - LA Q View News,Tyler Higbee,TE,LA,@CIN,Boppard Raiders,,,,,,,5.0,71.0,,,,,,,,12.1
Luke Musgrave TE - GB Q,Luke Musgrave,TE,GB,NO,GLADIATORS of NORSCHT,,,,,,,6.0,49.0,,,,,,,,10.9
Andrew Beck TE - HOU,Andrew Beck,TE,HOU,@JAX,FA,,,,,,,,,,85.0,1.0,,,,,10.25
Jake Ferguson TE - DAL,Jake Ferguson,TE,DAL,@ARI,FA,,,,,,,5.0,48.0,,,,,,,,9.8
Brevin Jordan TE - HOU,Brevin Jordan,TE,HOU,@JAX,FA,,,,,,,2.0,13.0,1.0,,,,,,,9.3
Dallas Goedert TE - PHI,Dallas Goedert,TE,PHI,@TB,Koblenz 87ers,,,,,,,5.0,41.0,,,,,,,,9.1
Jonnu Smith TE - ATL,Jonnu Smith,TE,ATL,@DET,FA,,,,,,,5.0,37.0,,,,,,,,8.7
Josh Oliver TE - MIN,Josh Oliver,TE,MIN,LAC,FA,,,,,,,2.0,4.0,1.0,,,,,,,8.4
Kyle Pitts TE - ATL,Kyle Pitts,TE,ATL,@DET,FlyRamsFly,,,,,-4.0,,5.0,41.0,,,,,,,,8.3
Noah Fant TE - SEA,Noah Fant,TE,SEA,CAR,FA,,,,,,,4.0,41.0,,,,,,,,8.1
Jimmy Graham TE - NO,Jimmy Graham,TE,NO,@GB,FA,,,,,,,1.0,8.0,1.0,,,,,,,7.8
Mark Andrews TE - BAL,Mark Andrews,TE,BAL,IND,Slay,,,,,,,4.0,35.0,,,,,,,,7.5
Cole Turner TE - WAS,Cole Turner,TE,WAS,BUF,FA,,,,,,,4.0,35.0,,,,,,,,7.5
T.J. Hockenson TE - MIN,T.J. Hockenson,TE,MIN,LAC,Wbn Beasts,,,,,,,8.0,78.0,,,,,,1.0,1.0,6.8
Colby Parkinson TE - SEA,Colby Parkinson,TE,SEA,CAR,FA,,,,,,,3.0,38.0,,,,,,,,6.8
Gerald Everett TE - LAC View News,Gerald Everett,TE,LAC,@MIN,FA,,,,,,,6.0,30.0,,,,,,,1.0,6.0
David Njoku TE - CLE,David Njoku,TE,CLE,TEN,Slay,,,,,,,4.0,20.0,,,,,,,,6.0
Tyler Conklin TE - NYJ,Tyler Conklin,TE,NYJ,NE,FA,,,,,,,3.0,26.0,,,,,,,,5.6
Tanner Hudson TE - CIN,Tanner Hudson,TE,CIN,LA,FA,,,,,,,2.0,30.0,,,,,,,,5.0
Darren Waller TE - NYG,Darren Waller,TE,NYG,@SF,Alta Villa Cardinals,,,,,,,3.0,20.0,,,,,,,,5.0
Taysom Hill TE - NO,Taysom Hill,TE,NO,@GB,St Quintin Heidschnucken,,,,,12.0,,1.0,9.0,,,,,,,,4.3
Isaiah Likely TE - BAL,Isaiah Likely,TE,BAL,IND,FA,,,,,,,1.0,20.0,,,,,,,,4.0
Michael Mayer TE - LV,Michael Mayer,TE,LV,PIT,FA,,,,,,,,,,,,,1.0,,,4.0
Hunter Henry TE - NE,Hunter Henry,TE,NE,@NYJ,FlyRamsFly,,,,,,,2.0,17.0,,,,,,,,3.7
Chigoziem Okonkwo TE - TEN,Chigoziem Okonkwo,TE,TEN,@CLE,FA,,,,,,,3.0,7.0,,,,,,,,3.7
Tommy Tremble TE - CAR,Tommy Tremble,TE,CAR,@SEA,FA,,,,,,,1.0,15.0,,,,,,,,3.5
John Bates TE - WAS,John Bates,TE,WAS,BUF,FA,,,,,,,2.0,12.0,,,,,,,,3.2
Juwan Johnson TE - NO,Juwan Johnson,TE,NO,@GB,Wbn Beasts,,,,,,,2.0,12.0,,,,,,,,3.2
Andrew Ogletree TE - IND,Andrew Ogletree,TE,IND,@BAL,FA,,,,,,,1.0,11.0,,,,,,,,3.1
Kylen Granson TE - IND,Kylen Granson,TE,IND,@BAL,FA,,,,,,,2.0,9.0,,,,,,,,2.9
C.J. Uzomah TE - NYJ,C.J. Uzomah,TE,NYJ,NE,FA,,,,,,,1.0,9.0,,,,,,,,2.9
Mike Gesicki TE - NE,Mike Gesicki,TE,NE,@NYJ,FA,,,,,,,1.0,18.0,,,,,,,,2.8
Brenton Strange TE - JAX,Brenton Strange,TE,JAX,HOU,FA,,,,,,,2.0,7.0,,,,,,,,2.7
Zach Ertz TE - ARI,Zach Ertz,TE,ARI,DAL,Bad Wildcats Hunschat,,,,,,,2.0,6.0,,,,,,,,2.6
Cade Otton TE - TB,Cade Otton,TE,TB,PHI,FA,,,,,,,1.0,16.0,,,,,,,,2.6
Durham Smythe TE - MIA,Durham Smythe,TE,MIA,DEN,FA,,,,,,,1.0,15.0,,,,,,,,2.5
Dalton Kincaid TE - BUF,Dalton Kincaid,TE,BUF,@WAS,Magic Eulers,,,,,,,2.0,3.0,,,,,,,,2.3
