Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Harrison Phillips DL - MIN,Harrison Phillips,DL,MIN,@PHI,FA,7.0,6.0,0.5,,,,,,,,,,,,1.0,,25.0
Daron Payne DL - WAS,Daron Payne,DL,WAS,@DEN,Bad Wildcats Hunschat,5.0,,1.0,2.0,,,,,,,,,,1.0,3.0,,22.0
Josh Sweat DL - PHI,Josh Sweat,DL,PHI,MIN,GLADIATORS of NORSCHT,1.0,,1.0,,,1.0,,,,,,,,,5.0,,20.0
Montez Sweat DL - WAS,Montez Sweat,DL,WAS,@DEN,Washington Fantasy Team,2.0,2.0,1.5,1.0,,,,,,,,,,,3.0,,20.0
Vita Vea DL - TB Q View News,Vita Vea,DL,TB,CHI,FA,2.0,1.0,1.5,1.0,,,,,,,,,,,3.0,,19.5
Larry Ogunjobi DL - PIT,Larry Ogunjobi,DL,PIT,CLE,FA,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,2.0,,18.5
Chris Jones DL - KC,Chris Jones,DL,KC,@JAX,FlyRamsFly,1.0,1.0,1.5,1.0,,,,,,,,,,1.0,2.0,,17.5
George Karlaftis DL - KC,George Karlaftis,DL,KC,@JAX,FA,1.0,3.0,1.5,1.0,,,,,,,,,,,2.0,,17.5
Chase Young DL - WAS,Chase Young,DL,WAS,@DEN,Alta Villa Cardinals,2.0,1.0,1.5,1.0,,,,,,,,,,,2.0,,17.5
Carl Granderson DL - NO,Carl Granderson,DL,NO,@CAR,dirty birds,2.0,,1.0,1.0,,1.0,,,,,,,,,2.0,,17.0
Randy Gregory DL - DEN,Randy Gregory,DL,DEN,WAS,FA,3.0,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,,17.0
Kwity Paye DL - IND,Kwity Paye,DL,IND,@HOU,Boppard Raiders,3.0,2.0,1.0,1.0,,,1.0,,,,,,,,1.0,,17.0
DeForest Buckner DL - IND Q View News,DeForest Buckner,DL,IND,@HOU,St Quintin Heidschnucken,4.0,,1.0,2.0,,,,,,,,,,,1.0,,16.0
Christian Wilkins DL - MIA,Christian Wilkins,DL,MIA,@NE,Slay,5.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,16.0
Jeffery Simmons DL - TEN,Jeffery Simmons,DL,TEN,LAC,Koblenz 87ers,2.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,15.5
Jordan Davis DL - PHI,Jordan Davis,DL,PHI,MIN,FA,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,13.5
Nathan Shepherd DL - NO,Nathan Shepherd,DL,NO,@CAR,FA,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,13.5
Denico Autry DL - TEN Q View News,Denico Autry,DL,TEN,LAC,Magic Eulers,3.0,,1.0,1.0,,,,,,,,,,,1.0,,13.0
Morgan Fox DL - LAC,Morgan Fox,DL,LAC,@TEN,FA,1.0,,1.0,1.0,,,,,,,,,,,2.0,,13.0
DeMarvin Leal DL - PIT,DeMarvin Leal,DL,PIT,CLE,FA,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,12.5
Osa Odighizuwa DL - DAL,Osa Odighizuwa,DL,DAL,NYJ,FA,2.0,,1.0,1.0,,,,,,,,,,,1.0,,12.0
Solomon Thomas DL - NYJ,Solomon Thomas,DL,NYJ,@DAL,FA,2.0,,1.0,1.0,,,,,,,,,,,1.0,,12.0
Dre'Mont Jones DL - SEA Q,Dre'Mont Jones,DL,SEA,@DET,Bad Wildcats Hunschat,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,11.5
Taven Bryan DL - IND,Taven Bryan,DL,IND,@HOU,FA,1.0,,1.0,1.0,,,,,,,,,,,1.0,,11.0
James Smith-Williams DL - WAS,James,Smith,Williams,@DEN,FA,1.0,,1.0,1.0,,,,,,,,,,,1.0,,11.0
Casey Toohill DL - WAS,Casey Toohill,DL,WAS,@DEN,FA,2.0,,1.0,,,,,,,,,,,,1.0,,10.0
Nick Bosa DL - SF,Nick Bosa,DL,SF,@LA,Magic Eulers,1.0,1.0,,1.0,,,,,,,,,,,3.0,,9.5
Dexter Lawrence DL - NYG,Dexter Lawrence,DL,NYG,@ARI,FlyRamsFly,3.0,1.0,,1.0,,,,,,,,,,,2.0,,9.5
Quinnen Williams DL - NYJ,Quinnen Williams,DL,NYJ,@DAL,Bad Wildcats Hunschat,5.0,1.0,,2.0,,,,,,,,,,,,,9.5
Jarran Reed DL - SEA,Jarran Reed,DL,SEA,@DET,FA,1.0,1.0,,,,,1.0,,,,,,,,2.0,,8.5
Felix Anudike-Uzomah DL - KC,Felix,Anudike,Uzomah,@JAX,FA,1.0,1.0,0.5,,,1.0,,,,,,,,,,,7.5
Fletcher Cox DL - PHI,Fletcher Cox,DL,PHI,MIN,FA,,1.0,,,,,1.0,,,,,,,,2.0,,7.5
Maurice Hurst DL - CLE,Maurice Hurst,DL,CLE,@PIT,FA,,3.0,0.5,,,,,,,,,,,1.0,1.0,,7.5
Maxx Crosby DL - LV Q View News,Maxx Crosby,DL,LV,@BUF,Bad Wildcats Hunschat,6.0,1.0,,,,,,,,,,,,,,,6.5
Logan Hall DL - TB,Logan Hall,DL,TB,CHI,FA,,1.0,0.5,,,,,,,,,,,1.0,1.0,,6.5
Ed Oliver DL - BUF,Ed Oliver,DL,BUF,LV,FA,2.0,1.0,,1.0,,,,,,,,,,,1.0,,6.5
Michael Danna DL - KC,Michael Danna,DL,KC,@JAX,FA,,2.0,0.5,,,,,,,,,,,,1.0,,6.0
Raekwon Davis DL - MIA,Raekwon Davis,DL,MIA,@NE,FA,3.0,2.0,,1.0,,,,,,,,,,,,,6.0
Yetur Gross-Matos DL - CAR,Yetur,Gross,Matos,NO,FA,,2.0,0.5,,,,,,,,,,,,1.0,,6.0
Ogbo Okoronkwo DL - CLE,Ogbo Okoronkwo,DL,CLE,@PIT,dirty birds,1.0,2.0,,1.0,,,,,,,,,,,1.0,,6.0
Derrick Brown DL - CAR,Derrick Brown,DL,CAR,NO,Wbn Beasts,4.0,3.0,,,,,,,,,,,,,,,5.5
Greg Rousseau DL - BUF,Greg Rousseau,DL,BUF,LV,Alta Villa Cardinals,2.0,1.0,,1.0,,,,,,,,,,1.0,,,5.5
Grover Stewart DL - IND,Grover Stewart,DL,IND,@HOU,dirty birds,2.0,3.0,,,,,,,,,,,,,1.0,,5.5
Montravius Adams DL - PIT,Montravius Adams,DL,PIT,CLE,FA,1.0,2.0,,,,1.0,,,,,,,,,,,5.0
Zach Allen DL - DEN,Zach Allen,DL,DEN,WAS,Slay,,2.0,,,,,,,,,,,,,2.0,,5.0
Michael Hoecht DL - LA,Michael Hoecht,DL,LA,SF,FA,4.0,2.0,,,,,,,,,,,,,,,5.0
Sam Hubbard DL - CIN,Sam Hubbard,DL,CIN,BAL,FlyRamsFly,2.0,2.0,,,,,,,,,,,,,1.0,,5.0
Bryce Huff DL - NYJ,Bryce Huff,DL,NYJ,@DAL,FA,1.0,,,1.0,,,,,,,,,,,1.0,,5.0
DaQuan Jones DL - BUF,DaQuan Jones,DL,BUF,LV,FA,1.0,,,1.0,,,,,,,,,,,1.0,,5.0
Demarcus Lawrence DL - DAL,Demarcus Lawrence,DL,DAL,NYJ,FlyRamsFly,2.0,,,1.0,,,,,,,,,,1.0,,,5.0
DeMarcus Walker DL - CHI,DeMarcus Walker,DL,CHI,@TB,FA,1.0,,,1.0,,,,,,,,,,,1.0,,5.0
Will Anderson Jr. DL - HOU,Will Anderson Jr.,DL,HOU,IND,St Quintin Heidschnucken,2.0,1.0,,,,,,,,,,,,,1.0,,4.5
Adam Gotsis DL - JAX,Adam Gotsis,DL,JAX,KC,FA,2.0,1.0,,,,,,,,,,,,,1.0,,4.5
Jonathan Harris DL - DEN,Jonathan Harris,DL,DEN,WAS,FA,1.0,3.0,,,,,,,,,,,,,1.0,,4.5
Justin Jones DL - CHI,Justin Jones,DL,CHI,@TB,FA,2.0,1.0,,1.0,,,,,,,,,,,,,4.5
Cameron Jordan DL - NO,Cameron Jordan,DL,NO,@CAR,Alta Villa Cardinals,1.0,3.0,,,,,,,,,,,,,1.0,,4.5
Tedarrell Slaton DL - GB,Tedarrell Slaton,DL,GB,@ATL,W (Oct 4),1.0,3.0,,,,,,,,,,,,,1.0,,4.5
DeShawn Williams DL - CAR,DeShawn Williams,DL,CAR,NO,FA,2.0,1.0,,,,,,,,,,,,,1.0,,4.5
Andrew Billings DL - CHI,Andrew Billings,DL,CHI,@TB,FA,2.0,,,1.0,,,,,,,,,,,,,4.0
