Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Hunter Henry TE - NE,Hunter Henry,TE,NE,PHI,FlyRamsFly,,,,,,,5.0,56.0,1.0,,,,,,,16.6
Hayden Hurst TE - CAR,Hayden Hurst,TE,CAR,@ATL,FA,,,,,,,5.0,41.0,1.0,,,,,,,15.1
T.J. Hockenson TE - MIN,T.J. Hockenson,TE,MIN,TB,Wbn Beasts,,,,,,,8.0,35.0,,,,,,,,11.5
Donald Parham TE - LAC,Donald Parham,TE,LAC,MIA,FA,,,,,,,3.0,22.0,1.0,,,,,,,11.2
Evan Engram TE - JAX,Evan Engram,TE,JAX,@IND,Washington Fantasy Team,,,,,,,5.0,49.0,,,,,,,,9.9
Cole Kmet TE - CHI,Cole Kmet,TE,CHI,GB,FA,,,,,,,5.0,44.0,,,,,,,,9.4
Blake Bell TE - KC,Blake Bell,TE,KC,DET,FA,,,,,,,2.0,12.0,1.0,,,,,,,9.2
Sam LaPorta TE - DET View News,Sam LaPorta,TE,DET,@KC,Alta Villa Cardinals,,,,,,,5.0,39.0,,,,,,,,8.9
Harrison Bryant TE - CLE,Harrison Bryant,TE,CLE,CIN,FA,,,,,,,2.0,5.0,1.0,,,,,,,8.5
Adam Trautman TE - DEN,Adam Trautman,TE,DEN,LV,FA,,,,,,,5.0,34.0,,,,,,,,8.4
Pat Freiermuth TE - PIT,Pat Freiermuth,TE,PIT,SF,St Quintin Heidschnucken,,,,,,,1.0,3.0,1.0,,,,,,,8.3
Logan Thomas TE - WAS View News,Logan Thomas,TE,WAS,ARI,FA,,,,,,,4.0,43.0,,,,,,,,8.3
Zach Ertz TE - ARI,Zach Ertz,TE,ARI,@WAS,Bad Wildcats Hunschat,,,,,,,6.0,21.0,,,,,,,,8.1
Luke Musgrave TE - GB Q,Luke Musgrave,TE,GB,@CHI,GLADIATORS of NORSCHT,,,,,,,3.0,50.0,,,,,,,,8.0
Kylen Granson TE - IND,Kylen Granson,TE,IND,JAX,FA,,,,,,,4.0,39.0,,,,,,,,7.9
