Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
T.J. Hockenson TE - MIN,T.J. Hockenson,TE,MIN,@PHI,Wbn Beasts,,,,,,,7.0,66.0,2.0,,,,,,,25.6
Taysom Hill TE - NO,Taysom Hill,TE,NO,@CAR,St Quintin Heidschnucken,1.0,8.0,,,75.0,,1.0,-1.0,,,,,,,,17.7
Hunter Henry TE - NE,Hunter Henry,TE,NE,MIA,FlyRamsFly,,,,,,,6.0,52.0,1.0,,,,,,,17.2
Mark Andrews TE - BAL,Mark Andrews,TE,BAL,@CIN,Slay,,,,,,,5.0,45.0,1.0,,,,,,,15.5
Darren Waller TE - NYG,Darren Waller,TE,NYG,@ARI,Alta Villa Cardinals,,,,,,,6.0,76.0,,,,,,,,13.6
Travis Kelce TE - KC,Travis Kelce,TE,KC,@JAX,dirty birds,,,,,,,4.0,26.0,1.0,,,,,,,12.6
Sam LaPorta TE - DET View News,Sam LaPorta,TE,DET,SEA,Alta Villa Cardinals,,,,,,,5.0,63.0,,,,,,,,11.8
Evan Engram TE - JAX,Evan Engram,TE,JAX,KC,Washington Fantasy Team,,,,,,,6.0,57.0,,,,,,,,11.7
Zach Ertz TE - ARI,Zach Ertz,TE,ARI,NYG,Bad Wildcats Hunschat,,,,,,,6.0,56.0,,,,,,,,11.6
Kylen Granson TE - IND,Kylen Granson,TE,IND,@HOU,FA,,,,,,,3.0,16.0,1.0,,,,,,,11.6
Logan Thomas TE - WAS View News,Logan Thomas,TE,WAS,@DEN,FA,,,,,,,2.0,22.0,1.0,,,,,,,10.2
Jake Ferguson TE - DAL,Jake Ferguson,TE,DAL,NYJ,FA,,,,,,,3.0,11.0,1.0,,,,,,,10.1
Cade Otton TE - TB,Cade Otton,TE,TB,CHI,FA,,,,,,,6.0,41.0,,,,,,,,10.1
Tyler Conklin TE - NYJ,Tyler Conklin,TE,NYJ,@DAL,FA,,,,,,,5.0,50.0,,,,,,,,10.0
Dawson Knox TE - BUF,Dawson Knox,TE,BUF,LV,FA,,,,,,,3.0,10.0,1.0,,,,,,,10.0
Noah Fant TE - SEA,Noah Fant,TE,SEA,@DET,FA,,,,,,,4.0,56.0,,,,,,,,9.6
Dalton Kincaid TE - BUF,Dalton Kincaid,TE,BUF,LV,Magic Eulers,,,,,,,5.0,43.0,,,,,,,,9.3
Jonnu Smith TE - ATL,Jonnu Smith,TE,ATL,GB,FA,,,,,,,4.0,47.0,,,,,,,,8.7
Mike Gesicki TE - NE,Mike Gesicki,TE,NE,MIA,FA,,,,,,,5.0,33.0,,,,,,,,8.3
Dallas Goedert TE - PHI,Dallas Goedert,TE,PHI,MIN,Koblenz 87ers,,,,,,,6.0,22.0,,,,,,,,8.2
Cole Kmet TE - CHI,Cole Kmet,TE,CHI,@TB,FA,,,,,,,4.0,38.0,,,,,,,,7.8
Gerald Everett TE - LAC View News,Gerald Everett,TE,LAC,@TEN,FA,,,,,,,3.0,47.0,,,,,,,,7.7
John Bates TE - WAS,John Bates,TE,WAS,@DEN,FA,,,,,,,3.0,46.0,,,,,,,,7.6
Chigoziem Okonkwo TE - TEN,Chigoziem Okonkwo,TE,TEN,LAC,FA,,,,,,,4.0,35.0,,,,,,,,7.5
Dalton Schultz TE - HOU,Dalton Schultz,TE,HOU,IND,FA,,,,,,,4.0,34.0,,,,,,,,7.4
Will Mallory TE - IND,Will Mallory,TE,IND,@HOU,FA,,,,,,,2.0,49.0,,,,,,,,6.9
Noah Gray TE - KC View News,Noah Gray,TE,KC,@JAX,FA,,,,,,,3.0,38.0,,,,,,,,6.8
Will Dissly TE - SEA Q View News,Will Dissly,TE,SEA,@DET,FA,,,,,,,3.0,35.0,,,,,,,,6.5
Durham Smythe TE - MIA,Durham Smythe,TE,MIA,@NE,FA,,,,,,,3.0,23.0,,,,,,,,6.3
Colby Parkinson TE - SEA,Colby Parkinson,TE,SEA,@DET,FA,,,,,,,2.0,41.0,,,,,,,,6.1
George Kittle TE - SF,George Kittle,TE,SF,@LA,Magic Eulers,,,,,,,3.0,30.0,,,,,,,,6.0
Pat Freiermuth TE - PIT,Pat Freiermuth,TE,PIT,CLE,St Quintin Heidschnucken,,,,,,,1.0,2.0,,,,,,,,5.2
Trey McBride TE - ARI,Trey McBride,TE,ARI,NYG,FA,,,,,,,2.0,32.0,,,,,,,,5.2
