Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Yasir Abdullah LB - JAX,Yasir Abdullah,LB,JAX,Bye,FA,,,,,,,,,,,,,,,,,0.0
Matthew Adams LB - CLE,Matthew Adams,LB,CLE,NO,FA,2.0,,,,,1.0,,,,,,,,,,,0.0
Azeez Al-Shaair LB - TEN,Azeez,Al,Shaair,HOU,Washington Fantasy Team,,1.0,,,,,,,,,,,,,,,0.0
Christopher Allen LB Q,Christopher Allen LB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josh Allen LB - JAX,Josh Allen,LB,JAX,@NYJ,GLADIATORS of NORSCHT,2.0,,,1.0,,,,,,,,,,,,,0.0
Troy Andersen LB - ATL IR,Troy Andersen,LB,ATL,@BAL,FA,2.0,2.0,,,,1.0,,,,,,,,,,,0.0
Alex Anzalone LB - DET,Alex Anzalone,LB,DET,@CAR,Slay,4.0,1.0,,1.0,,,,,,,,,,,,,0.0
Brian Asamoah LB - MIN,Brian Asamoah,LB,MIN,NYG,FA,1.0,,,,,1.0,1.0,,,,,,,,,,0.0
Joe Bachie LB - CIN,Joe Bachie,LB,CIN,@NE,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Markus Bailey LB - CIN,Markus Bailey,LB,CIN,@NE,FA,,1.0,,,,,,,,,,,,,,,0.0
Jerome Baker LB - MIA,Jerome Baker,LB,MIA,GB,Bad Wildcats Hunschat,3.0,,,,,,,,,,,,,,,,0.0
Derrick Barnes LB - DET Q,Derrick Barnes,LB,DET,@CAR,W (Oct 4),1.0,2.0,,,,,,,,,,,,,,,0.0
Krys Barnes LB - ARI Q,Krys Barnes,LB,ARI,TB,FA,,,,,,,,,,,,,,,,,0.0
Zaire Barnes LB - NYJ,Zaire Barnes,LB,NYJ,Bye,FA,,,,,,,,,,,,,,,,,0.0
Shaquil Barrett LB - TB,Shaquil Barrett,LB,TB,@ARI,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
Cody Barton LB - WAS,Cody Barton,LB,WAS,@SF,Wbn Beasts,5.0,4.0,,,,,,,,,,,,,,,0.0
Tarell Basham LB,Tarell Basham,LB,,@NE,FA,,1.0,,,,,,,,,,,,,,,0.0
Zack Baun LB - NO,Zack Baun,LB,NO,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Robert Beal Jr. LB - SF IR,Robert Beal Jr.,LB,SF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Darrian Beavers LB - NYG,Darrian Beavers,LB,NYG,@MIN,FA,,,,,,,,,,,,,,,,,0.0
Ja'Whaun Bentley LB - NE,Ja'Whaun Bentley,LB,NE,CIN,Boppard Raiders,9.0,3.0,,,,,,,,,,,,1.0,,,0.0
Terrel Bernard LB - BUF,Terrel Bernard,LB,BUF,@CHI,FlyRamsFly,,,,,,,,,,,,,,,,,0.0
Rashod Berry LB SUS,Rashod Berry LB,SUS,,LAC,FA,,,,,,,,,,,,,,,,,0.0
Chris Board LB - NE,Chris Board,LB,NE,CIN,FA,,1.0,,,,,,,,,,,,,,,0.0
Curtis Bolton LB - LV O View News,Curtis Bolton,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nik Bonitto LB - DEN,Nik Bonitto,LB,DEN,@LA,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Joey Bosa LB - LAC Q View News,Joey Bosa,LB,LAC,@IND,GLADIATORS of NORSCHT,,,,,,,,,,,,,,,,,0.0
Tyus Bowser LB - BAL NFI-R,Tyus Bowser,LB,BAL,ATL,FA,1.0,2.0,,,,,,,,,,,,1.0,,,0.0
Shaun Bradley LB - PHI IR,Shaun Bradley,LB,PHI,@DAL,FA,,,,,,,,,,,,,,,,,0.0
K.J. Britt LB - TB,K.J. Britt,LB,TB,@ARI,FA,,1.0,,,,,,,,,,,,,,,0.0
Jordyn Brooks LB - SEA,Jordyn Brooks,LB,SEA,@KC,Washington Fantasy Team,5.0,3.0,,,,,,,,,,,,1.0,,,0.0
Cameron Brown LB - NYG,Cameron Brown,LB,NYG,@MIN,FA,,,,,,,,,,,,,,,,,0.0
Baron Browning LB - DEN PUP,Baron Browning,LB,DEN,@LA,FA,1.0,,,,,,,,,,,,,,,,0.0
Oren Burks LB - SF,Oren Burks,LB,SF,WAS,FA,1.0,3.0,,,,,,,,,,,,,,,0.0
Amari Burney LB - LV,Amari Burney,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Devin Bush LB - SEA,Devin Bush,LB,SEA,@KC,FA,1.0,2.0,,,,,,,,,,,,,,,0.0
Darien Butler LB - LV IR,Darien Butler,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chance Campbell LB - TEN,Chance Campbell,LB,TEN,HOU,FA,,,,,,,,,,,,,,,,,0.0
De'Vondre Campbell LB - GB IA,De'Vondre Campbell,LB,GB,@MIA,W (Oct 4),1.0,2.0,,,1.0,,,,,,,,,1.0,,14.0,0.0
Jack Campbell LB - DET,Jack Campbell,LB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Owen Carney LB,Owen Carney,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jermaine Carter LB,Jermaine Carter,LB,,NO,FA,1.0,,,,,,,,,,,,,,,,0.0
Lorenzo Carter LB - ATL,Lorenzo Carter,LB,ATL,@BAL,FA,3.0,2.0,,,,,,,,,,,,,,,0.0
K'Lavon Chaisson LB - JAX,K'Lavon Chaisson,LB,JAX,@NYJ,FA,1.0,,,,,,,,,,,,,,,,0.0
Leo Chenal LB - KC,Leo Chenal,LB,KC,SEA,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Cole Christiansen LB - KC,Cole Christiansen,LB,KC,SEA,FA,,,,,,,,,,,,,,,,,0.0
Bradley Chubb LB - MIA,Bradley Chubb,LB,MIA,GB,Bad Wildcats Hunschat,,1.0,,,,,,,,,,,,,1.0,,0.0
Damone Clark LB - DAL,Damone Clark,LB,DAL,PHI,FA,2.0,2.0,,,,,,,,,,,,,,,0.0
Frank Clark LB - DEN O View News,Frank Clark,LB,DEN,SEA,FA,,,,,,,,,,,,,,,,,0.0
Jadeveon Clowney LB - BAL,Jadeveon Clowney,LB,BAL,NO,FA,,,,,,,,,,,,,,,,,0.0
Dylan Cole LB - CHI,Dylan Cole,LB,CHI,BUF,FA,,,,,,,,,,,,,,,,,0.0
Zaven Collins LB - ARI,Zaven Collins,LB,ARI,TB,FA,5.0,1.0,,1.0,,,,,,,,,,1.0,,,0.0
Ryan Connelly LB - NO O,Ryan Connelly,LB,NO,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Jonathon Cooper LB - DEN,Jonathon Cooper,LB,DEN,@LA,FA,3.0,4.0,,,,,,,,,,,,,,,0.0
Carter Coughlin LB - NYG,Carter Coughlin,LB,NYG,@MIN,FA,,,,,,,,,,,,,,,,,0.0
Jabril Cox LB - WAS,Jabril Cox,LB,WAS,PHI,FA,,,,,,,,,,,,,,,,,0.0
Tae Crowder LB,Tae Crowder,LB,,LV,FA,,,,,,,,,,,,,,,,,0.0
Zach Cunningham LB - PHI,Zach Cunningham,LB,PHI,HOU,FA,,,,,,,,,,,,,,,,,0.0
Marcus Davenport LB - MIN Q View News,Marcus Davenport,LB,MIN,NYG,FA,,,,,,,,,,,,,,,,,0.0
Lavonte David LB - TB,Lavonte David,LB,TB,@ARI,Wbn Beasts,7.0,3.0,,1.0,,,,,,,,,,1.0,,,0.0
Demario Davis LB - NO,Demario Davis,LB,NO,@CLE,St Quintin Heidschnucken,,5.0,,,,,,,,,,,,,,,0.0
Jamin Davis LB - WAS,Jamin Davis,LB,WAS,@SF,dirty birds,6.0,2.0,,1.0,,,,,,,,,,,,,0.0
Jarrad Davis LB - NYG IR,Jarrad Davis,LB,NYG,@MIN,FA,,,,,,,,,,,,,,,,,0.0
Tae Davis LB - ATL,Tae Davis,LB,ATL,@BAL,FA,,1.0,,,,,,,,,,,,,,,0.0
Akeem Davis-Gaither LB - CIN Q View News,Akeem,Davis,Gaither,@NE,FA,1.0,,,,,,,,,,,,,,,,0.0
Divine Deablo LB - LV,Divine Deablo,LB,LV,@PIT,Bad Wildcats Hunschat,,,,,,,,,,,,,,,,,0.0
Nakobe Dean LB - PHI IR,Nakobe Dean,LB,PHI,@DAL,FA,,,,,,,,,,,,,,,,,0.0
Kuony Deng LB,Kuony Deng,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
SirVocea Dennis LB - TB O View News,SirVocea Dennis,LB,TB,Bye,FA,,,,,,,,,,,,,,,,,0.0
Victor Dimukeje LB - ARI,Victor Dimukeje,LB,ARI,TB,FA,,,,,,,,,,,,,,,,,0.0
De'Shaan Dixon LB - JAX,De'Shaan Dixon,LB,JAX,@NYJ,FA,,,,,,,,,,,,,,,,,0.0
Tyrel Dodson LB - BUF,Tyrel Dodson,LB,BUF,@CHI,FA,,,,,,,,,,,,,,,,,0.0
JoJo Domann LB Q,JoJo Domann LB,Q,,LAC,FA,,1.0,,,,,,,,,,,,,,,0.0
Andrew Dowell LB - NO IR,Andrew Dowell,LB,NO,@CLE,FA,,1.0,,,,,,,,,,,,,,,0.0
Bud Dupree LB - ATL,Bud Dupree,LB,ATL,@BAL,FA,,,,,,,,,,,,,,,1.0,,0.0
Arnold Ebiketie LB - ATL,Arnold Ebiketie,LB,ATL,@BAL,FA,,,,,,,,,,,,,,,,,0.0
Samson Ebukam LB - IND,Samson Ebukam,LB,IND,LAC,FA,1.0,,,,,,,,,,,,,,1.0,,0.0
Tremaine Edmunds LB - CHI,Tremaine Edmunds,LB,CHI,BUF,FlyRamsFly,5.0,4.0,,,,,,,,,,,,,,,0.0
T.J. Edwards LB - CHI,T.J. Edwards,LB,CHI,BUF,Boppard Raiders,8.0,6.0,,,,,,,,,,,,,,,0.0
Emeke Egbule LB,Emeke Egbule,LB,,LV,FA,,,,,,,,,,,,,,,,,0.0
Christian Elliss LB - PHI,Christian Elliss,LB,PHI,@DAL,FA,,,,,,,,,,,,,,,,,0.0
Kaden Elliss LB - ATL,Kaden Elliss,LB,ATL,@BAL,Slay,5.0,2.0,,1.0,,,,,,,,,,,,,0.0
Kingsley Enagbare LB - GB,Kingsley Enagbare,LB,GB,@MIA,W (Oct 4),,1.0,,,,,,,,,,,,1.0,1.0,,0.0
Dorian Etheridge LB,Dorian Etheridge,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Rashaan Evans LB,Rashaan Evans,LB,,@BAL,FA,,,,,,,,,,,,,,,,,0.0
Olakunle Fatukasi LB Q,Olakunle Fatukasi LB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tony Fields II LB - CLE,Tony Fields II,LB,CLE,NO,FA,6.0,4.0,,,,,,,,,,,,,,,0.0
Demetrius Flannigan-Fowles LB - SF Q,Demetrius,Flannigan,Fowles,WAS,FA,2.0,2.0,,,,,,,,,,,,,,,0.0
Tomon Fox LB - NYG,Tomon Fox,LB,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Zaire Franklin LB - IND,Zaire Franklin,LB,IND,LAC,Koblenz 87ers,5.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,0.0
Dennis Gardeck LB - ARI,Dennis Gardeck,LB,ARI,TB,FlyRamsFly,1.0,,,,,,,,,,,,,,,,0.0
Chris Garrett LB,Chris Garrett,LB,,@KC,FA,,,,,,,,,,,,,,,,,0.0
Jonathan Garvin LB,Jonathan Garvin,LB,,@MIA,FA,,,,,,,,,,,,,,,,,0.0
Rashan Gary LB - GB,Rashan Gary,LB,GB,@MIA,GLADIATORS of NORSCHT,,,,,,,,,,,,,,,,,0.0
DeMarquis Gates LB - CHI,DeMarquis Gates,LB,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Willie Gay Jr. LB - KC,Willie Gay Jr.,LB,KC,SEA,FA,2.0,7.0,,1.0,,,,,,,,,,2.0,,,0.0
Nate Gerry LB,Nate Gerry,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jack Gibbens LB - TEN,Jack Gibbens,LB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Luke Gifford LB - TEN O View News,Luke Gifford,LB,TEN,HOU,FA,2.0,,,,,,,,,,,,,,,,0.0
Ulysees Gilbert LB,Ulysees Gilbert,LB,,@ARI,FA,,,,,,,,,,,,,,,,,0.0
