Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Curtis Hodges TE - WAS,Curtis Hodges,TE,WAS,MIN,FA,,,,,,,,,,,,,,,,0.0
Joel Honigford TE,Joel Honigford,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Austin Hooper TE - LV,Austin Hooper,TE,LV,@JAX,FA,,,,,,,2.0,34.0,,,,,,,,0.0
Jesper Horsted TE - LV,Jesper Horsted,TE,LV,@JAX,FA,,,,,,,,,,,,,,,,0.0
O.J. Howard TE,O.J. Howard,TE,,@JAX,FA,,,,,,,1.0,14.0,,,,,,,,0.0
Tanner Hudson TE - CIN,Tanner Hudson,TE,CIN,CAR,FA,,,,,,,,,,,,,,,,0.0
Tommy Hudson TE - NO,Tommy Hudson,TE,NO,Bye,FA,,,,,,,,,,,,,,,,0.0
Hayden Hurst TE - CAR,Hayden Hurst,TE,CAR,@CIN,FA,,,,,,,5.0,35.0,,,,,,,,0.0
Tyree Jackson TE - NYG,Tyree Jackson,TE,NYG,@HOU,FA,,,,,,,,,,,,,,,,0.0
Jesse James TE,Jesse James,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
E.J. Jenkins TE,E.J. Jenkins,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Juwan Johnson TE - NO,Juwan Johnson,TE,NO,BAL,Wbn Beasts,,,,,,,2.0,42.0,1.0,,,,,,,0.0
Ryan Jones TE - NYG,Ryan Jones,TE,NYG,Bye,FA,,,,,,,,,,,,,,,,0.0
Brevin Jordan TE - HOU,Brevin Jordan,TE,HOU,PHI,FA,,,,,,,1.0,5.0,,,,,,,,0.0
Nikola Kalinic TE - LA,Nikola Kalinic,TE,LA,@NE,FA,,,,,,,,,,,,,,,,0.0
Hunter Kampmoyer TE - LAC,Hunter Kampmoyer,TE,LAC,@ATL,FA,,,,,,,,,,,,,,,,0.0
Dalton Keene TE - HOU,Dalton Keene,TE,HOU,@HOU,FA,,,,,,,,,,,,,,,,0.0
Travis Kelce TE - KC,Travis Kelce,TE,KC,TEN,dirty birds,,,,,,,10.0,106.0,,,,,,,,0.0
Ko Kieft TE - TB,Ko Kieft,TE,TB,LA,FA,,,,,,,1.0,6.0,,,,,,,,0.0
Dalton Kincaid TE - BUF,Dalton Kincaid,TE,BUF,Bye,Magic Eulers,,,,,,,,,,,,,,,,0.0
George Kittle TE - SF,George Kittle,TE,SF,Bye,Magic Eulers,,,,,,,,,,,,,,,,0.0
Cole Kmet TE - CHI,Cole Kmet,TE,CHI,MIA,FA,,,,,9.0,,5.0,41.0,2.0,,,,,,,0.0
Dawson Knox TE - BUF,Dawson Knox,TE,BUF,@NYJ,FA,,,,,,,3.0,25.0,,,,,,,,0.0
Charlie Kolar TE - BAL,Charlie Kolar,TE,BAL,@NO,FA,,,,,,,,,,,,,,,,0.0
Tucker Kraft TE - GB,Tucker Kraft,TE,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,0.0
Tyler Kroft TE - MIA View News,Tyler Kroft,TE,MIA,Bye,FA,,,,,,,,,,,,,,,,0.0
Lucas Krull TE - DEN,Lucas Krull,TE,DEN,Bye,FA,,,,,,,,,,,,,,,,0.0
Zack Kuntz TE - NYJ,Zack Kuntz,TE,NYJ,Bye,FA,,,,,,,,,,,,,,,,0.0
Cameron Latu TE - SF IR,Cameron Latu,TE,SF,Bye,FA,,,,,,,,,,,,,,,,0.0
Isaiah Likely TE - BAL,Isaiah Likely,TE,BAL,@NO,FA,,,,,,,1.0,24.0,1.0,,,,,,,0.0
Hunter Long TE - LA IR,Hunter Long,TE,LA,@TB,FA,,,,,,,,,,,,,,,,0.0
Johnny Lumpkin TE,Johnny Lumpkin,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Tyler Mabry TE - SEA,Tyler Mabry,TE,SEA,@ARI,FA,,,,,,,,,,,,,,,,0.0
Alize Mack TE Q,Alize Mack TE,Q,,Bye,FA,,,,,,,,,,,,,,,,0.0
Will Mallory TE - IND,Will Mallory,TE,IND,Bye,FA,,,,,,,,,,,,,,,,0.0
Chris Manhertz TE - DEN,Chris Manhertz,TE,DEN,Bye,FA,,,,,,,1.0,7.0,,,,,,,,0.0
Ben Mason TE,Ben Mason,TE,,@NO,FA,,,,,,,,,,,,,,,,0.0
Michael Mayer TE - LV,Michael Mayer,TE,LV,Bye,FA,,,,,,,,,,,,,,,,0.0
Trey McBride TE - ARI,Trey McBride,TE,ARI,SEA,FA,,,,,,,,,,,,,,,,0.0
Camren McDonald TE,Camren McDonald,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Sean McKeon TE - DAL,Sean McKeon,TE,DAL,Bye,FA,,,,,,,,,,,,,,,,0.0
Tre' McKitty TE - LAC,Tre' McKitty,TE,LAC,@ATL,FA,,,,,,,,,,,,,,,,0.0
James Mitchell TE - DET,James Mitchell,TE,DET,GB,W (Oct 4),,,,,,,2.0,8.0,1.0,,,,,,,0.0
Zaire Mitchell-Paden TE - CLE,Zaire,Mitchell,Paden,Bye,FA,,,,,,,,,,,,,,,,0.0
Foster Moreau TE - NO Q View News,Foster Moreau,TE,NO,@JAX,FA,,,,,,,,,,,,,,,,0.0
Quintin Morris TE - BUF,Quintin Morris,TE,BUF,@NYJ,FA,,,,,,,,,,,,,,,,0.0
Johnny Mundt TE - MIN,Johnny Mundt,TE,MIN,@WAS,FA,,,,,,,1.0,1.0,,,,,,,,0.0
Jordan Murray TE - IND,Jordan Murray,TE,IND,Bye,FA,,,,,,,,,,,,,,,,0.0
Nick Muse TE - MIN,Nick Muse,TE,MIN,@WAS,FA,,,,,,,,,,,,,,,,0.0
Luke Musgrave TE - GB Q,Luke Musgrave,TE,GB,Bye,GLADIATORS of NORSCHT,,,,,,,,,,,,,,,,0.0
Chris Myarick TE - NYG IR,Chris Myarick,TE,NYG,Bye,FA,,,,,,,,,,,,,,,,0.0
David Njoku TE - CLE,David Njoku,TE,CLE,Bye,Slay,,,,,,,,,,,,,,,,0.0
Thomas Odukoya TE - TEN,Thomas Odukoya,TE,TEN,Bye,FA,,,,,,,,,,,,,,,,0.0
Chigoziem Okonkwo TE - TEN,Chigoziem Okonkwo,TE,TEN,@KC,FA,,,,,,,1.0,48.0,,,,,,,,0.0
Albert Okwuegbunam TE - PHI,Albert Okwuegbunam,TE,PHI,Bye,FA,,,,,,,,,,,,,,,,0.0
Josh Oliver TE - MIN,Josh Oliver,TE,MIN,@WAS,FA,,,,,,,1.0,19.0,,,,,,,,0.0
Cade Otton TE - TB,Cade Otton,TE,TB,LA,FA,,,,,,,5.0,68.0,1.0,,,,,,,0.0
Donald Parham TE - LAC,Donald Parham,TE,LAC,@ATL,FA,,,,,,,,,,,,,,,,0.0
Colby Parkinson TE - SEA,Colby Parkinson,TE,SEA,@ARI,FA,,,,,,,2.0,6.0,,,,,,,,0.0
Josh Pederson TE - JAX,Josh Pederson,TE,JAX,Bye,FA,,,,,,,,,,,,,,,,0.0
Kyle Pitts TE - ATL,Kyle Pitts,TE,ATL,LAC,FlyRamsFly,,,,,,,2.0,27.0,,,,,,,,0.0
Gerrit Prince TE - KC,Gerrit Prince,TE,KC,Bye,FA,,,,,,,,,,,,,,,,0.0
Teagan Quitoriano TE - HOU,Teagan Quitoriano,TE,HOU,PHI,FA,,,,,,,1.0,2.0,1.0,,,,,,,0.0
Kevin Rader TE - TEN,Kevin Rader,TE,TEN,@KC,FA,,,,,,,,,,,,,,,,0.0
John Raine TE,John Raine,TE,,LAC,FA,,,,,,,,,,,,,,,,0.0
Sammis Reyes TE,Sammis Reyes,TE,,MIA,FA,,,,,,,,,,,,,,,,0.0
Giovanni Ricci TE - CAR,Giovanni Ricci,TE,CAR,@CIN,FA,,,,,,,1.0,8.0,,,,,,,,0.0
Justin Rigg TE,Justin Rigg,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Armani Rogers TE - WAS IR,Armani Rogers,TE,WAS,MIN,FA,,,,,24.0,,,,,,,,,,,0.0
Jeremy Ruckert TE - NYJ,Jeremy Ruckert,TE,NYJ,BUF,FA,,,,,,,,,,,,,,,,0.0
Brady Russell TE - SEA,Brady Russell,TE,SEA,Bye,FA,,,,,,,,,,,,,,,,0.0
Drew Sample TE - CIN,Drew Sample,TE,CIN,CAR,FA,,,,,,,,,,,,,,,,0.0
Eric Saubert TE Q,Eric Saubert TE,Q,,@CHI,FA,,,,,,,,,,,,,,,,0.0
Luke Schoonmaker TE - DAL,Luke Schoonmaker,TE,DAL,Bye,FA,,,,,,,,,,,,,,,,0.0
Mason Schreck TE,Mason Schreck,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Dalton Schultz TE - HOU,Dalton Schultz,TE,HOU,PHI,FA,,,,,,,,,,,,,,,,0.0
Bernhard Seikovits TE - ARI,Bernhard Seikovits,TE,ARI,SEA,FA,,,,,,,,,,,,,,,,0.0
John Shenker TE - LV,John Shenker,TE,LV,Bye,FA,,,,,,,,,,,,,,,,0.0
Christian Sims TE,Christian Sims,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Stone Smartt TE - LAC,Stone Smartt,TE,LAC,Bye,FA,,,,,,,,,,,,,,,,0.0
Irv Smith TE - CIN O View News,Irv Smith,TE,CIN,CAR,FA,,,,,,,,,,,,,,,,0.0
Jonnu Smith TE - ATL,Jonnu Smith,TE,ATL,LAC,FA,,,,,,,3.0,21.0,,,,,,,,0.0
Kaden Smith TE - WAS IR,Kaden Smith,TE,WAS,Bye,FA,,,,,,,,,,,,,,,,0.0
Durham Smythe TE - MIA,Durham Smythe,TE,MIA,@CHI,FA,,,,,,,,,,,,,,,,0.0
Matt Sokol TE - NE,Matt Sokol,TE,NE,IND,FA,,,,,,,,,,,,,,,,0.0
Jack Stoll TE - PHI,Jack Stoll,TE,PHI,@HOU,FA,,,,,,,1.0,13.0,,,,,,,,0.0
Brenton Strange TE - JAX,Brenton Strange,TE,JAX,Bye,FA,,,,,,,,,,,,,,,,0.0
Stephen Sullivan TE - CAR IR,Stephen Sullivan,TE,CAR,@CIN,FA,,,,,,,,,,,,,,,,0.0
Tommy Sweeney TE - NYG NFI-R,Tommy Sweeney,TE,NYG,Bye,FA,,,,,,,,,,,,,,,,0.0
Tanner Taula TE - TB,Tanner Taula,TE,TB,Bye,FA,,,,,,,,,,,,,,,,0.0
Leonard Taylor TE - JAX IR,Leonard Taylor,TE,JAX,Bye,FA,,,,,,,,,,,,,,,,0.0
Hunter Thedford TE,Hunter Thedford,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Ian Thomas TE - CAR,Ian Thomas,TE,CAR,@CIN,FA,,,,,,,,,,,,,,,,0.0
Logan Thomas TE - WAS View News,Logan Thomas,TE,WAS,MIN,FA,,,,,,,,,,,,,,,,0.0
Noah Togiai TE,Noah Togiai,TE,,SEA,FA,,,,,,,,,,,,,,,,0.0
Eric Tomlinson TE,Eric Tomlinson,TE,,PHI,FA,,,,,,,,,,,,,,,,0.0
Jake Tonges TE - SF,Jake Tonges,TE,SF,MIA,FA,,,,,,,,,,,,,,,,0.0
Robert Tonyan TE - CHI,Robert Tonyan,TE,CHI,MIA,FA,,,,,,,3.0,29.0,,,,,,,,0.0
Christian Trahan TE,Christian Trahan,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Adam Trautman TE - DEN,Adam Trautman,TE,DEN,Bye,FA,,,,,,,1.0,8.0,,,,,,,,0.0
Tommy Tremble TE - CAR,Tommy Tremble,TE,CAR,@CIN,FA,,,,,,,2.0,11.0,1.0,8.0,,,,1.0,1.0,0.0
Cole Turner TE - WAS,Cole Turner,TE,WAS,MIN,FA,,,,,,,,,,,,,,,,0.0
C.J. Uzomah TE - NYJ,C.J. Uzomah,TE,NYJ,BUF,FA,,,,,,,3.0,16.0,,,,,,,,0.0
Travis Vokolek TE - BAL,Travis Vokolek,TE,BAL,Bye,FA,,,,,,,,,,,,,,,,0.0
Darren Waller TE - NYG,Darren Waller,TE,NYG,Bye,Alta Villa Cardinals,,,,,,,,,,,,,,,,0.0
Darnell Washington TE - PIT View News,Darnell Washington,TE,PIT,Bye,FA,,,,,,,,,,,,,,,,0.0
Scotty Washington TE,Scotty Washington,TE,,IND,FA,,,,,,,,,,,,,,,,0.0
Leroy Watson TE - SF,Leroy Watson,TE,SF,Bye,FA,,,,,,,,,,,,,,,,0.0
David Wells TE - TB,David Wells,TE,TB,LA,FA,,,,,,,,,,,,,,,,0.0
Trevon Wesco TE - TEN,Trevon Wesco,TE,TEN,@KC,FA,,,,,,,,,,,,,1.0,,,0.0
Blake Whiteheart TE - ARI,Blake Whiteheart,TE,ARI,Bye,FA,,,,,,,,,,,,,,,,0.0
Josh Whyle TE - TEN,Josh Whyle,TE,TEN,Bye,FA,,,,,,,,,,,,,,,,0.0
Brayden Willis TE - SF,Brayden Willis,TE,SF,Bye,FA,,,,,,,,,,,,,,,,0.0
Joel Wilson TE - BUF,Joel Wilson,TE,BUF,Bye,FA,,,,,,,,,,,,,,,,0.0
Charlie Woerner TE - SF,Charlie Woerner,TE,SF,Bye,FA,,,,,,,,,,,,,,,,0.0
Jelani Woods TE - IND IR,Jelani Woods,TE,IND,@NE,FA,,,,,,,1.0,2.0,,,,,,,,0.0
Brock Wright TE - DET,Brock Wright,TE,DET,GB,W (Oct 4),,,,,,,,,,,,,,,,0.0
Kenny Yeboah TE - NYJ IR,Kenny Yeboah,TE,NYJ,BUF,FA,,,,,,,,,,,,,,,,0.0
Shane Zylstra TE - DET IR,Shane Zylstra,TE,DET,GB,W (Oct 4),,,,,,,1.0,1.0,1.0,,,,,,,0.0
