Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Zack Baun LB - NO,Zack Baun,LB,NO,CIN,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Robert Beal Jr. LB - SF IR,Robert Beal Jr.,LB,SF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Darrian Beavers LB - NYG,Darrian Beavers,LB,NYG,BAL,FA,,,,,,,,,,,,,,,,,0.0
Ja'Whaun Bentley LB - NE,Ja'Whaun Bentley,LB,NE,@CLE,Boppard Raiders,,1.0,,,,,,,,,,,,,1.0,,0.0
Terrel Bernard LB - BUF,Terrel Bernard,LB,BUF,@KC,FlyRamsFly,2.0,2.0,,,,,,,,,,,,,,,0.0
Rashod Berry LB SUS,Rashod Berry LB,SUS,,JAX,FA,,,,,,,,,,,,,,,,,0.0
Chris Board LB - NE,Chris Board,LB,NE,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Curtis Bolton LB - LV O View News,Curtis Bolton,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nik Bonitto LB - DEN,Nik Bonitto,LB,DEN,@LAC,FA,,1.0,,,,,,,,,,,,,,,0.0
Joey Bosa LB - LAC Q View News,Joey Bosa,LB,LAC,DEN,GLADIATORS of NORSCHT,,,,,,,,,,,,,,,,,0.0
Tyus Bowser LB - BAL NFI-R,Tyus Bowser,LB,BAL,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Shaun Bradley LB - PHI IR,Shaun Bradley,LB,PHI,DAL,FA,,,,,,,,,,,,,,,,,0.0
K.J. Britt LB - TB,K.J. Britt,LB,TB,@PIT,FA,,,,,,,,,,,,,,,,,0.0
Jordyn Brooks LB - SEA,Jordyn Brooks,LB,SEA,ARI,Washington Fantasy Team,6.0,5.0,,,,,,,,,,,,,,,0.0
Cameron Brown LB - NYG,Cameron Brown,LB,NYG,BAL,FA,1.0,,,,,,,,,,,,,,,,0.0
Baron Browning LB - DEN PUP,Baron Browning,LB,DEN,@LAC,FA,3.0,,1.0,2.0,1.0,,1.0,,,,,,,2.0,1.0,-6.0,0.0
Oren Burks LB - SF,Oren Burks,LB,SF,@ATL,FA,,6.0,,,,,,,,,,,,,,,0.0
Amari Burney LB - LV,Amari Burney,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Devin Bush LB - SEA,Devin Bush,LB,SEA,ARI,FA,4.0,2.0,,,,,,,,,,,,,,,0.0
Darien Butler LB - LV IR,Darien Butler,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chance Campbell LB - TEN,Chance Campbell,LB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
De'Vondre Campbell LB - GB IA,De'Vondre Campbell,LB,GB,NYJ,W (Oct 4),3.0,5.0,,,,,,,,,,,,,,,0.0
Jack Campbell LB - DET,Jack Campbell,LB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Owen Carney LB,Owen Carney,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jermaine Carter LB,Jermaine Carter,LB,,NE,FA,,,,,,,,,,,,,,,,,0.0
Lorenzo Carter LB - ATL,Lorenzo Carter,LB,ATL,SF,FA,,,,,,,,,,,,,,,,,0.0
K'Lavon Chaisson LB - JAX,K'Lavon Chaisson,LB,JAX,@IND,FA,,,,,,,,,,,,,,,,,0.0
Leo Chenal LB - KC,Leo Chenal,LB,KC,BUF,FA,,2.0,,,,,,,,,,,,,,,0.0
Cole Christiansen LB - KC,Cole Christiansen,LB,KC,BUF,FA,1.0,,,,,,,,,,,,,,,,0.0
Bradley Chubb LB - MIA,Bradley Chubb,LB,MIA,MIN,Bad Wildcats Hunschat,1.0,2.0,,,,,,,,,,,,,,,0.0
Damone Clark LB - DAL,Damone Clark,LB,DAL,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Frank Clark LB - DEN O View News,Frank Clark,LB,DEN,BUF,FA,,,,,,,,,,,,,,,,,0.0
Jadeveon Clowney LB - BAL,Jadeveon Clowney,LB,BAL,NE,FA,,,,,,,,,,,,,,,,,0.0
Dylan Cole LB - CHI,Dylan Cole,LB,CHI,WAS,FA,,,,,,,,,,,,,,,,,0.0
Zaven Collins LB - ARI,Zaven Collins,LB,ARI,@SEA,FA,4.0,4.0,2.0,2.0,,,,,,,,,,1.0,2.0,,0.0
Ryan Connelly LB - NO O,Ryan Connelly,LB,NO,CIN,FA,,,,,,,,,,,,,,,,,0.0
Jonathon Cooper LB - DEN,Jonathon Cooper,LB,DEN,@LAC,FA,2.0,,,,,,,,,,,,,,2.0,,0.0
Carter Coughlin LB - NYG,Carter Coughlin,LB,NYG,BAL,FA,,,,,,,,,,,,,,,,,0.0
Jabril Cox LB - WAS,Jabril Cox,LB,WAS,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Tae Crowder LB,Tae Crowder,LB,,TB,FA,2.0,1.0,,,,,,,,,,,,,,,0.0
Zach Cunningham LB - PHI,Zach Cunningham,LB,PHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Marcus Davenport LB - MIN Q View News,Marcus Davenport,LB,MIN,@MIA,FA,,,,,,,,,,,,,,,1.0,,0.0
Lavonte David LB - TB,Lavonte David,LB,TB,@PIT,Wbn Beasts,7.0,5.0,,1.0,,,,,,,,,,,,,0.0
Demario Davis LB - NO,Demario Davis,LB,NO,CIN,St Quintin Heidschnucken,7.0,2.0,2.0,2.0,,,,,,,,,,,2.0,,0.0
Jamin Davis LB - WAS,Jamin Davis,LB,WAS,@CHI,dirty birds,3.0,1.0,,,,,,,,,,,,,1.0,,0.0
Jarrad Davis LB - NYG IR,Jarrad Davis,LB,NYG,BAL,FA,,,,,,,,,,,,,,,,,0.0
Tae Davis LB - ATL,Tae Davis,LB,ATL,SF,FA,,,,,,,,,,,,,,,,,0.0
Akeem Davis-Gaither LB - CIN Q View News,Akeem,Davis,Gaither,@NO,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Divine Deablo LB - LV,Divine Deablo,LB,LV,Bye,Bad Wildcats Hunschat,,,,,,,,,,,,,,,,,0.0
Nakobe Dean LB - PHI IR,Nakobe Dean,LB,PHI,DAL,FA,1.0,,,,,,,,,,,,,,,,0.0
Kuony Deng LB,Kuony Deng,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
SirVocea Dennis LB - TB O View News,SirVocea Dennis,LB,TB,Bye,FA,,,,,,,,,,,,,,,,,0.0
Victor Dimukeje LB - ARI,Victor Dimukeje,LB,ARI,@SEA,FA,3.0,,,,,,,,,,,,,,,,0.0
De'Shaan Dixon LB - JAX,De'Shaan Dixon,LB,JAX,@IND,FA,,,,,,,,,,,,,,,,,0.0
Tyrel Dodson LB - BUF,Tyrel Dodson,LB,BUF,@KC,FA,,,,,,,,,,,,,,,,,0.0
JoJo Domann LB Q,JoJo Domann LB,Q,,JAX,FA,,,,,,,,,,,,,,,,,0.0
Andrew Dowell LB - NO IR,Andrew Dowell,LB,NO,CIN,FA,1.0,,,,,1.0,,,,,,,,,,,0.0
Bud Dupree LB - ATL,Bud Dupree,LB,ATL,SF,FA,,,,,,,,,,,,,,,,,0.0
Arnold Ebiketie LB - ATL,Arnold Ebiketie,LB,ATL,SF,FA,3.0,1.0,,,,1.0,,,,,,,,,2.0,,0.0
Samson Ebukam LB - IND,Samson Ebukam,LB,IND,JAX,FA,6.0,3.0,,2.0,,,,,,,,,,,,,0.0
Tremaine Edmunds LB - CHI,Tremaine Edmunds,LB,CHI,WAS,FlyRamsFly,5.0,5.0,,,,,,,,,,,,,,,0.0
T.J. Edwards LB - CHI,T.J. Edwards,LB,CHI,WAS,Boppard Raiders,6.0,8.0,,,,,,,,,,,,1.0,,,0.0
Emeke Egbule LB,Emeke Egbule,LB,,TB,FA,,,,,,,,,,,,,,,,,0.0
Christian Elliss LB - PHI,Christian Elliss,LB,PHI,DAL,FA,,,,,,,,,,,,,,,,,0.0
Kaden Elliss LB - ATL,Kaden Elliss,LB,ATL,SF,Slay,1.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Kingsley Enagbare LB - GB,Kingsley Enagbare,LB,GB,NYJ,W (Oct 4),2.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Dorian Etheridge LB,Dorian Etheridge,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Rashaan Evans LB,Rashaan Evans,LB,,SF,FA,,,,,,,,,,,,,,,,,0.0
Olakunle Fatukasi LB Q,Olakunle Fatukasi LB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tony Fields II LB - CLE,Tony Fields II,LB,CLE,NE,FA,,,,,,,,,,,,,,,,,0.0
Demetrius Flannigan-Fowles LB - SF Q,Demetrius,Flannigan,Fowles,@ATL,FA,1.0,,,,,,,,,,,,,,,,0.0
Tomon Fox LB - NYG,Tomon Fox,LB,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Zaire Franklin LB - IND,Zaire Franklin,LB,IND,JAX,Koblenz 87ers,7.0,5.0,,1.0,,,,,,,,,,,,,0.0
Dennis Gardeck LB - ARI,Dennis Gardeck,LB,ARI,@SEA,FlyRamsFly,,1.0,,,,,,,,,,,,,,,0.0
Chris Garrett LB,Chris Garrett,LB,,ARI,FA,,,,,,,,,,,,,,,,,0.0
Jonathan Garvin LB,Jonathan Garvin,LB,,NYJ,FA,,2.0,,,,,,,,,,,,,,,0.0
Rashan Gary LB - GB,Rashan Gary,LB,GB,NYJ,GLADIATORS of NORSCHT,4.0,,1.0,2.0,,,,,,,,,,,1.0,,0.0
DeMarquis Gates LB - CHI,DeMarquis Gates,LB,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Willie Gay Jr. LB - KC,Willie Gay Jr.,LB,KC,BUF,FA,,,,,,,,,,,,,,,,,0.0
Nate Gerry LB,Nate Gerry,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jack Gibbens LB - TEN,Jack Gibbens,LB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Luke Gifford LB - TEN O View News,Luke Gifford,LB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Ulysees Gilbert LB,Ulysees Gilbert,LB,,@PIT,FA,,,,,,,,,,,,,,,,,0.0
Trevis Gipson LB - TEN,Trevis Gipson,LB,TEN,WAS,FA,,,,,,,,,,,,,,,,,0.0
Cameron Goode LB - MIA,Cameron Goode,LB,MIA,MIN,FA,,,,,,,,,,,,,,,,,0.0
Jalen Graham LB - SF,Jalen Graham,LB,SF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Dre Greenlaw LB - SF Q,Dre Greenlaw,LB,SF,@ATL,Wbn Beasts,4.0,2.0,,,,,,,,,,,,,,,0.0
Jonas Griffith LB - DEN IR,Jonas Griffith,LB,DEN,@LAC,FA,7.0,4.0,,,,,,,,,,,,,1.0,,0.0
Kamu Grugier-Hill LB - CAR,Kamu,Grugier,Hill,@LA,FA,,,,,,,,,,,,,,,,,0.0
Derick Hall LB - SEA Q,Derick Hall,LB,SEA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Terez Hall LB - NE IR,Terez Hall,LB,NE,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nick Hampton LB - LA,Nick Hampton,LB,LA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jake Hansen LB - HOU,Jake Hansen,LB,HOU,Bye,FA,,,,,,,,,,,,,,,,,0.0
Daniel Hardy LB - CHI,Daniel Hardy,LB,CHI,CAR,FA,,,,,,,,,,,,,,,,,0.0
Devin Harper LB - CIN View News,Devin Harper,LB,CIN,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Christian Harris LB - HOU,Christian Harris,LB,HOU,Bye,FA,,,,,,,,,,,,,,,,,0.0
Darius Harris LB Q,Darius Harris LB,Q,,BUF,FA,4.0,2.0,,1.0,,,1.0,,,,,,,1.0,,,0.0
De'Jon Harris LB - WAS,De'Jon Harris,LB,WAS,@CHI,FA,,,,,,,,,,,,,,,,,0.0
Malik Harrison LB - BAL,Malik Harrison,LB,BAL,@NYG,FA,4.0,1.0,,1.0,,,,,,,,,,,,,0.0
Daelin Hayes LB Q,Daelin Hayes LB,Q,,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Daiyan Henley LB - LAC,Daiyan Henley,LB,LAC,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nick Herbig LB - PIT,Nick Herbig,LB,PIT,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jordan Hicks LB - MIN,Jordan Hicks,LB,MIN,@MIA,Wbn Beasts,8.0,3.0,1.0,,,,,,,,,,,1.0,2.0,,0.0
Alex Highsmith LB - PIT,Alex Highsmith,LB,PIT,TB,St Quintin Heidschnucken,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,0.0
Cole Holcomb LB - PIT,Cole Holcomb,LB,PIT,TB,Koblenz 87ers,7.0,5.0,,,,,,,,,,,,,,,0.0
Justin Hollins LB - GB,Justin Hollins,LB,GB,NYJ,W (Oct 4),2.0,1.0,,,,,,,,,,,,,1.0,,0.0
James Houston LB - DET IR,James Houston,LB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Justin Houston LB - CAR,Justin Houston,LB,CAR,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Khaleke Hudson LB - WAS,Khaleke Hudson,LB,WAS,@CHI,FA,,1.0,,,,,,,,,,,,,,,0.0
Jacob Hummel LB - LA,Jacob Hummel,LB,LA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Danielle Hunter LB - MIN,Danielle Hunter,LB,MIN,@MIA,St Quintin Heidschnucken,5.0,1.0,1.0,2.0,,,,,,,,,,,3.0,,0.0
Joel Iyiegbuniwe LB,Joel Iyiegbuniwe,LB,,@LA,FA,,,,,,,,,,,,,,,,,0.0
Myles Jack LB,Myles Jack,LB,,TB,FA,,,,,,,,,,,,,,,,,0.0
D'Marco Jackson LB - NO,D'Marco Jackson,LB,NO,CIN,FA,,,,,,,,,,,,,,,,,0.0
Storey Jackson LB,Storey Jackson,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Malik Jefferson LB - DAL,Malik Jefferson,LB,DAL,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Anfernee Jennings LB - NE,Anfernee Jennings,LB,NE,@CLE,FA,1.0,1.0,0.5,,,,,,,,,,,,3.0,,0.0
Matthew Jester LB,Matthew Jester,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josey Jewell LB - DEN O View News,Josey Jewell,LB,DEN,@LAC,Boppard Raiders,,,,,,,,,,,,,,,,,0.0
Caleb Johnson LB - JAX,Caleb Johnson,LB,JAX,@IND,FA,,2.0,,,,,,,,,,,,,,,0.0
DJ Johnson LB - CAR,DJ Johnson,LB,CAR,Bye,FA,,,,,,,,,,,,,,,,,0.0
Kyron Johnson LB - PHI,Kyron Johnson,LB,PHI,DAL,FA,2.0,,,,,,,,,,,,,,,,0.0
Patrick Johnson LB - PHI,Patrick Johnson,LB,PHI,DAL,FA,1.0,,,,,,,,,,,,,,,,0.0
Clay Johnston LB,Clay Johnston,LB,,@NO,FA,,,,,,,,,,,,,,,,,0.0
Andre Jones Jr. LB - WAS,Andre Jones Jr.,LB,WAS,Bye,FA,,,,,,,,,,,,,,,,,0.0
Deion Jones LB - CAR,Deion Jones,LB,CAR,NE,FA,,,,,,,,,,,,,,,,,0.0
Ernest Jones LB - LA,Ernest Jones,LB,LA,CAR,Washington Fantasy Team,5.0,2.0,,,,,,,,,,,,1.0,,,0.0
Keandre Jones LB,Keandre Jones,LB,,@NO,FA,,,,,,,,,,,,,,,,,0.0
Kobe Jones LB,Kobe Jones,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Vi Jones LB,Vi Jones,LB,,ARI,FA,,,,,,,,,,,,,,,,,0.0
Matt Judon LB - NE,Matt Judon,LB,NE,@CLE,Alta Villa Cardinals,4.0,,,1.0,,,,,,,,,,,1.0,,0.0
Sam Kamara LB - CLE,Sam Kamara,LB,CLE,NE,FA,,,,,,,,,,,,,,,,,0.0
Eric Kendricks LB - LAC View News,Eric Kendricks,LB,LAC,DEN,FA,7.0,4.0,,1.0,,,,,,,,,,,,,0.0
Christian Kirksey LB,Christian Kirksey,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tanoh Kpassagnon LB - NO,Tanoh Kpassagnon,LB,NO,CIN,FA,1.0,,,,,,,,,,,,,,2.0,,0.0
Jordan Kunaszyk LB - CLE IR,Jordan Kunaszyk,LB,CLE,Bye,FA,,,,,,,,,,,,,,,,,0.0
William Kwenkeu LB - MIN IR,William Kwenkeu,LB,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nate Landman LB - ATL,Nate Landman,LB,ATL,Bye,FA,,,,,,,,,,,,,,,,,0.0
Harold Landry LB - TEN,Harold Landry,LB,TEN,Bye,Magic Eulers,,,,,,,,,,,,,,,,,0.0
Harvey Langi LB,Harvey Langi,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Elijah Lee LB,Elijah Lee,LB,,WAS,FA,,,,,,,,,,,,,,,,,0.0
Shaquille Leonard LB - IND,Shaquille Leonard,LB,IND,JAX,FA,,,,,,,,,,,,,,,,,0.0
Terrell Lewis LB - NO,Terrell Lewis,LB,NO,WAS,FA,,1.0,,,,,,,,,,,,,,,0.0
Cory Littleton LB - HOU,Cory Littleton,LB,HOU,Bye,FA,6.0,4.0,0.5,,,,,,,,,,,,1.0,,0.0
Damon Lloyd LB,Damon Lloyd,LB,,DEN,FA,,,,,,,,,,,,,,,,,0.0
Devin Lloyd LB - JAX O,Devin Lloyd,LB,JAX,@IND,Koblenz 87ers,5.0,2.0,,,,,,,,,,,,,,,0.0
David Long LB - MIA,David Long,LB,MIA,MIN,FA,,,,,,,,,,,,,,,,,0.0
Jesse Luketa LB - ARI,Jesse Luketa,LB,ARI,@SEA,FA,,,,,,,,,,,,,,,,,0.0
Frankie Luvu LB - CAR Q,Frankie Luvu,LB,CAR,@LA,Bad Wildcats Hunschat,,,,,,,,,,,,,,,,,0.0
Blake Lynch LB Q,Blake Lynch LB,Q,,@SEA,FA,,,,,,,,,,,,,,,,,0.0
Khalil Mack LB - LAC,Khalil Mack,LB,LAC,DEN,GLADIATORS of NORSCHT,4.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,0.0
Tyreek Maddox-Williams LB - ARI,Tyreek,Maddox,Williams,Bye,FA,,,,,,,,,,,,,,,,,0.0
Boye Mafe LB - SEA,Boye Mafe,LB,SEA,ARI,FA,2.0,1.0,,,,,,,,,,,,,,,0.0
DeAngelo Malone LB - ATL,DeAngelo Malone,LB,ATL,SF,FA,,,,,,,,,,,,,,,,,0.0
Marte Mapu LB - NE,Marte Mapu,LB,NE,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jake Martin LB - IND,Jake Martin,LB,IND,@LAC,FA,,,,,,,,,,,,,,,1.0,,0.0
Luke Masterson LB - LV,Luke Masterson,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tyler Matakevich LB - BUF,Tyler Matakevich,LB,BUF,@KC,FA,,,,,,,,,,,,,,,,,0.0
David Mayo LB - WAS,David Mayo,LB,WAS,@CHI,FA,,1.0,,,,,,,,,,,,,,,0.0
Zach McCloud LB,Zach McCloud,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Marcelino McCrary-Ball LB - NYJ,Marcelino,McCrary,Ball,Bye,FA,,,,,,,,,,,,,,,,,0.0
Isaiah McDuffie LB - GB,Isaiah McDuffie,LB,GB,NYJ,W (Oct 4),1.0,,,,,,,,,,,,,,,,0.0
Micah McFadden LB - NYG,Micah McFadden,LB,NYG,BAL,FA,,,,,,,,,,,,,,,,,0.0
Cameron McGrone LB - IND,Cameron McGrone,LB,IND,JAX,FA,,,,,,,,,,,,,,,,,0.0
Raekwon McMillan LB - NE IR,Raekwon McMillan,LB,NE,@CLE,FA,4.0,,,,,,,,,,,,,,,,0.0
Matt Milano LB - BUF,Matt Milano,LB,BUF,@KC,Bad Wildcats Hunschat,3.0,,,1.0,,,,,,,,,,,2.0,,0.0
Ventrell Miller LB - JAX IR,Ventrell Miller,LB,JAX,Bye,FA,,,,,,,,,,,,,,,,,0.0
Von Miller LB - BUF PUP,Von Miller,LB,BUF,@KC,FA,4.0,,2.0,2.0,,,,,,,,,,,2.0,,0.0
Jeremiah Moon LB - BAL,Jeremiah Moon,LB,BAL,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Nicholas Morrow LB - PHI,Nicholas Morrow,LB,PHI,DAL,FA,3.0,6.0,,,,,,,,,,,,,,,0.0
Arron Mosby LB - GB,Arron Mosby,LB,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
C.J. Mosley LB - NYJ,C.J. Mosley,LB,NYJ,@GB,FlyRamsFly,7.0,4.0,,,,,,,,,,,,1.0,,,0.0
Chad Muma LB - JAX,Chad Muma,LB,JAX,@IND,FA,,,,,,,,,,,,,,,,,0.0
Calvin Munson LB - NE,Calvin Munson,LB,NE,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Kenneth Murray LB - LAC View News,Kenneth Murray,LB,LAC,DEN,FA,4.0,1.0,,,,,,,,,,,,,,,0.0
Tanner Muse LB - LAC,Tanner Muse,LB,LAC,ARI,FA,,,,,,,,,,,,,,,,,0.0
Hamsah Nasirildeen LB - NYJ IR,Hamsah Nasirildeen,LB,NYJ,@GB,FA,,,,,,,,,,,,,,,,,0.0
Anthony Nelson LB - TB,Anthony Nelson,LB,TB,@PIT,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Nick Niemann LB - LAC,Nick Niemann,LB,LAC,DEN,FA,,,,,,,,,,,,,,,,,0.0
Uchenna Nwosu LB - SEA,Uchenna Nwosu,LB,SEA,ARI,Magic Eulers,3.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Amen Ogbongbemiga LB - LAC,Amen Ogbongbemiga,LB,LAC,DEN,FA,,,,,,,,,,,,,,,,,0.0
Adetokunbo Ogundeji LB - ATL IR,Adetokunbo Ogundeji,LB,ATL,SF,FA,,,,,,,,,,,,,,,,,0.0
David Ojabo LB - BAL O View News,David Ojabo,LB,BAL,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Bobby Okereke LB - NYG,Bobby Okereke,LB,NYG,BAL,Washington Fantasy Team,8.0,5.0,,1.0,,,,,,,,,,,,,0.0
Segun Olubi LB - IND,Segun Olubi,LB,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Foye Oluokun LB - JAX,Foye Oluokun,LB,JAX,@IND,Koblenz 87ers,6.0,6.0,,,,,,,,,,,,,1.0,,0.0
DeMarvion Overshown LB - DAL IR,DeMarvion Overshown,LB,DAL,Bye,FA,,,,,,,,,,,,,,,,,0.0
Odafe Oweh LB - BAL O View News,Odafe Oweh,LB,BAL,@NYG,FA,2.0,,,,,,,,,,,,,,,,0.0
Jeremiah Owusu-Koramoah LB - CLE,Jeremiah,Owusu,Koramoah,NE,FA,1.0,5.0,,,,,,,,,,,,,,,0.0
Ivan Pace Jr. LB - MIN,Ivan Pace Jr.,LB,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Owen Pappoe LB - ARI,Owen Pappoe,LB,ARI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Micah Parsons LB - DAL,Micah Parsons,LB,DAL,@PHI,Magic Eulers,3.0,4.0,,1.0,,,,,,,,,,2.0,,,0.0
Ronnie Perkins LB - DEN,Ronnie Perkins,LB,DEN,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Denzel Perryman LB - HOU O View News,Denzel Perryman,LB,HOU,Bye,FA,,,,,,,,,,,,,,,,,0.0
Del'Shawn Phillips LB - BAL,Del'Shawn Phillips,LB,BAL,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Jacob Phillips LB - CLE IR,Jacob Phillips,LB,CLE,NE,FA,4.0,6.0,,,,,,,,,,,,,,,0.0
Jaelan Phillips LB - MIA O View News,Jaelan Phillips,LB,MIA,MIN,Magic Eulers,,2.0,0.5,,,,1.0,,,,,,,,3.0,,0.0
Anthony Pittman LB - DET,Anthony Pittman,LB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Germaine Pratt LB - CIN,Germaine Pratt,LB,CIN,@NO,FA,,,,,,,,,,,,,,,,,0.0
Shaquille Quarterman LB - JAX,Shaquille Quarterman,LB,JAX,@IND,FA,1.0,,,,,,,,,,,,,,,,0.0
Patrick Queen LB - BAL,Patrick Queen,LB,BAL,@NYG,dirty birds,5.0,2.0,1.0,,,1.0,,,,,,,,,,,0.0
Reggie Ragland LB Q,Reggie Ragland LB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Hamilcar Rashed Jr. LB,Hamilcar Rashed Jr.,LB,,@PIT,FA,,,,,,,,,,,,,,,,,0.0
Haason Reddick LB - PHI,Haason Reddick,LB,PHI,DAL,Bad Wildcats Hunschat,1.0,,,,,,,,,,,,,,2.0,,0.0
