Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Montravius Adams DL - PIT,Montravius Adams,DL,PIT,NE,FA,,1.0,,,,,,,,,,,,,,,0.0
Myles Adams DL - SEA,Myles Adams,DL,SEA,@SF,FA,,,,,,,,,,,,,,,,,0.0
Adetomiwa Adebawore DL - IND,Adetomiwa Adebawore,DL,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jayson Ademilola DL,Jayson Ademilola,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
McTelvin Agim DL - IND,McTelvin Agim,DL,IND,@JAX,FA,,,,,,,,,,,,,,,,,0.0
Junior Aho DL - MIN,Junior Aho,DL,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jonathan Allen DL - WAS,Jonathan Allen,DL,WAS,@DET,Koblenz 87ers,,3.0,,,,,,,,,,,,,,,0.0
Zach Allen DL - DEN,Zach Allen,DL,DEN,HOU,Slay,1.0,1.0,,,,,,,,,,,,1.0,2.0,,0.0
Bradlee Anae DL - NYJ IR,Bradlee Anae,DL,NYJ,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Abdullah Anderson DL - WAS,Abdullah Anderson,DL,WAS,Bye,FA,,,,,,,,,,,,,,,,,0.0
Henry Anderson DL - CAR IR,Henry Anderson,DL,CAR,@NYG,FA,2.0,1.0,,,,,,,,,,,,,1.0,,0.0
Ryder Anderson DL - NYG,Ryder Anderson,DL,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Anderson Jr. DL - HOU,Will Anderson Jr.,DL,HOU,Bye,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
David Anenih DL,David Anenih,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Eli Ankou DL - BUF,Eli Ankou,DL,BUF,TEN,FA,,,,,,,,,,,,,,,,,0.0
Felix Anudike-Uzomah DL - KC,Felix,Anudike,Uzomah,Bye,FA,,,,,,,,,,,,,,,,,0.0
Arik Armstead DL - SF,Arik Armstead,DL,SF,SEA,FA,1.0,,,,,,,,,,,,,,,,0.0
Dorance Armstrong DL - DAL,Dorance Armstrong,DL,DAL,CIN,FA,2.0,,2.0,2.0,,,,,,,,,,,2.0,,0.0
Denico Autry DL - TEN Q View News,Denico Autry,DL,TEN,@BUF,Magic Eulers,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,0.0
Calvin Avery DL,Calvin Avery,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
David Bada DL - WAS IR,David Bada,DL,WAS,@DET,FA,,,,,,,,,,,,,,,,,0.0
Eric Banks DL - ARI,Eric Banks,DL,ARI,@LV,FA,,,,,,,,,,,,,,,,,0.0
Christian Barmore DL - NE Q,Christian Barmore,DL,NE,@PIT,FA,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.0
Derek Barnett DL - PHI,Derek Barnett,DL,PHI,MIN,FA,,,,,,,,,,,,,,,,,0.0
Amare Barno DL - CAR,Amare Barno,DL,CAR,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Carlos Basham DL - NYG,Carlos Basham,DL,NYG,TEN,FA,,1.0,,,,,1.0,,,,,,,,,,0.0
Travis Bell DL - CHI,Travis Bell,DL,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Keeanu Benton DL - PIT,Keeanu Benton,DL,PIT,Bye,FA,,,,,,,,,,,,,,,,,0.0
Andrew Billings DL - CHI,Andrew Billings,DL,CHI,@GB,FA,1.0,2.0,,,,,,,,,,,,,,,0.0
Ross Blacklock DL - JAX,Ross Blacklock,DL,JAX,@PHI,FA,1.0,,,1.0,,,,,,,,,,,,,0.0
Angelo Blackson DL - JAX,Angelo Blackson,DL,JAX,@GB,FA,,,,,,,,,,,,,,,,,0.0
Quinton Bohanna DL - DET,Quinton Bohanna,DL,DET,CIN,W (Oct 4),,2.0,,,,,,,,,,,,,,,0.0
Thomas Booker DL - PHI,Thomas Booker,DL,PHI,@DEN,FA,1.0,,,,,,,,,,,,,,,,0.0
Nick Bosa DL - SF,Nick Bosa,DL,SF,SEA,Magic Eulers,4.0,,2.0,2.0,,,,,,,,,,,5.0,,0.0
Trey Botts DL,Trey Botts,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Bradley-King DL - WAS,Will,Bradley,King,@DET,FA,,,,,,,,,,,,,,,,,0.0
Bryan Bresee DL - NO,Bryan Bresee,DL,NO,Bye,FA,,,,,,,,,,,,,,,,,0.0
C.J. Brewer DL - TB,C.J. Brewer,DL,TB,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josiah Bronson DL,Josiah Bronson,DL,,@BAL,FA,,,,,,,,,,,,,,,,,0.0
Curtis Brooks DL - WAS IR,Curtis Brooks,DL,WAS,@BUF,FA,,,,,,,,,,,,,,,,,0.0
Karl Brooks DL - GB,Karl Brooks,DL,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Cortez Broughton DL,Cortez Broughton,DL,,TEN,FA,,,,,,,,,,,,,,,,,0.0
Andrew Brown DL,Andrew Brown,DL,,@GB,FA,,,,,,,,,,,,,,,,,0.0
Bobby Brown III DL - LA,Bobby Brown III,DL,LA,ATL,FA,,,,,,,,,,,,,,,,,0.0
Derrick Brown DL - CAR,Derrick Brown,DL,CAR,@NYG,Wbn Beasts,1.0,3.0,,,,,,,,,,,,1.0,1.0,,0.0
Earnest Brown IV DL - LA,Earnest Brown IV,DL,LA,ATL,FA,,,,,,,,,,,,,,,,,0.0
Shakel Brown DL - TEN IR,Shakel Brown,DL,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Taven Bryan DL - IND,Taven Bryan,DL,IND,@JAX,FA,,1.0,,,,,,,,,,,,,1.0,,0.0
Austin Bryant DL - SF,Austin Bryant,DL,SF,SEA,FA,,,,,,,,,,,,,,,,,0.0
Brandin Bryant DL,Brandin Bryant,DL,,TEN,FA,1.0,,,,,,,,,,,,,,,,0.0
Isaiah Buggs DL - DET,Isaiah Buggs,DL,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Jonathan Bullard DL - MIN,Jonathan Bullard,DL,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
LaTrell Bumphus DL - SEA IR,LaTrell Bumphus,DL,SEA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Brian Burns DL - CAR,Brian Burns,DL,CAR,@NYG,Magic Eulers,4.0,,2.0,2.0,,,,,,,,,,,4.0,,0.0
