Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Yasir Abdullah LB - JAX,Yasir Abdullah,LB,JAX,Bye,FA,,,,,,,,,,,,,,,,,0.0
Matthew Adams LB - CLE,Matthew Adams,LB,CLE,@CIN,FA,,,,,,,,,,,,,,,,,0.0
Azeez Al-Shaair LB - TEN,Azeez,Al,Shaair,JAX,Washington Fantasy Team,,1.0,,,,,1.0,,,,,,,,,,0.0
Christopher Allen LB Q,Christopher Allen LB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josh Allen LB - JAX,Josh Allen,LB,JAX,@TEN,GLADIATORS of NORSCHT,3.0,,1.0,1.0,,,1.0,,,,,,,,2.0,,0.0
Troy Andersen LB - ATL IR,Troy Andersen,LB,ATL,Bye,FA,,,,,,,,,,,,,,,,,0.0
Alex Anzalone LB - DET,Alex Anzalone,LB,DET,MIN,Slay,6.0,3.0,,,,,,,,,,,,1.0,,,0.0
Brian Asamoah LB - MIN,Brian Asamoah,LB,MIN,@DET,FA,,,,,,,,,,,,,,,,,0.0
Joe Bachie LB - CIN,Joe Bachie,LB,CIN,CLE,FA,,,,,,,,,,,,,,,,,0.0
Markus Bailey LB - CIN,Markus Bailey,LB,CIN,CLE,FA,1.0,,,,,,,,,,,,,,,,0.0
Jerome Baker LB - MIA,Jerome Baker,LB,MIA,@LAC,Bad Wildcats Hunschat,6.0,5.0,1.0,2.0,,,,,,,,,,,1.0,,0.0
Derrick Barnes LB - DET Q,Derrick Barnes,LB,DET,MIN,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Krys Barnes LB - ARI Q,Krys Barnes,LB,ARI,NE,FA,,,,,,,,,,,,,,,,,0.0
Zaire Barnes LB - NYJ,Zaire Barnes,LB,NYJ,Bye,FA,,,,,,,,,,,,,,,,,0.0
Shaquil Barrett LB - TB,Shaquil Barrett,LB,TB,@SF,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
Cody Barton LB - WAS,Cody Barton,LB,WAS,Bye,Wbn Beasts,6.0,8.0,,,,,,,,,,,,,,,0.0
Tarell Basham LB,Tarell Basham,LB,,CLE,FA,,1.0,,,,,,,,,,,,,,,0.0
Zack Baun LB - NO,Zack Baun,LB,NO,Bye,FA,,,,,,,,,,,,,,,,,0.0
Robert Beal Jr. LB - SF IR,Robert Beal Jr.,LB,SF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Darrian Beavers LB - NYG,Darrian Beavers,LB,NYG,PHI,FA,,,,,,,,,,,,,,,,,0.0
Ja'Whaun Bentley LB - NE,Ja'Whaun Bentley,LB,NE,@ARI,Boppard Raiders,3.0,7.0,,,,,,,,,,,,,,,0.0
Terrel Bernard LB - BUF,Terrel Bernard,LB,BUF,NYJ,FlyRamsFly,,,,,,,,,,,,,,,,,0.0
Rashod Berry LB SUS,Rashod Berry LB,SUS,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chris Board LB - NE,Chris Board,LB,NE,@ARI,FA,1.0,,,,,,,,,,,,,1.0,,,0.0
Curtis Bolton LB - LV O View News,Curtis Bolton,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Nik Bonitto LB - DEN,Nik Bonitto,LB,DEN,KC,FA,,1.0,,,,,,,,,,,,,,,0.0
Joey Bosa LB - LAC Q View News,Joey Bosa,LB,LAC,MIA,GLADIATORS of NORSCHT,,,,,,,,,,,,,,,,,0.0
Tyus Bowser LB - BAL NFI-R,Tyus Bowser,LB,BAL,@PIT,FA,2.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Shaun Bradley LB - PHI IR,Shaun Bradley,LB,PHI,@NYG,FA,,,,,,,,,,,,,,,,,0.0
K.J. Britt LB - TB,K.J. Britt,LB,TB,@SF,FA,1.0,,,,,,,,,,,,,,,,0.0
Jordyn Brooks LB - SEA,Jordyn Brooks,LB,SEA,CAR,Washington Fantasy Team,5.0,5.0,,,,,,,,,,,,,,,0.0
Cameron Brown LB - NYG,Cameron Brown,LB,NYG,PHI,FA,,,,,,,,,,,,,,,,,0.0
Baron Browning LB - DEN PUP,Baron Browning,LB,DEN,KC,FA,,1.0,,,,,,,,,,,,,2.0,,0.0
Oren Burks LB - SF,Oren Burks,LB,SF,TB,FA,,2.0,,,,,,,,,,,,,,,0.0
Amari Burney LB - LV,Amari Burney,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Devin Bush LB - SEA,Devin Bush,LB,SEA,CAR,FA,4.0,2.0,,1.0,,,,,,,,,,,,,0.0
Darien Butler LB - LV IR,Darien Butler,LB,LV,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chance Campbell LB - TEN,Chance Campbell,LB,TEN,JAX,FA,,,,,,,,,,,,,,,,,0.0
De'Vondre Campbell LB - GB IA,De'Vondre Campbell,LB,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Jack Campbell LB - DET,Jack Campbell,LB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Owen Carney LB,Owen Carney,LB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jermaine Carter LB,Jermaine Carter,LB,,@CIN,FA,,,,,,,,,,,,,,,,,0.0
Lorenzo Carter LB - ATL,Lorenzo Carter,LB,ATL,Bye,FA,,,,,,,,,,,,,,,,,0.0
K'Lavon Chaisson LB - JAX,K'Lavon Chaisson,LB,JAX,@TEN,FA,,1.0,,,,,,,,,,,,,,,0.0
Leo Chenal LB - KC,Leo Chenal,LB,KC,@DEN,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Cole Christiansen LB - KC,Cole Christiansen,LB,KC,@DEN,FA,,,,,,,,,,,,,,,,,0.0
Bradley Chubb LB - MIA,Bradley Chubb,LB,MIA,@LAC,Bad Wildcats Hunschat,1.0,,,,,,,,,,,,,,3.0,,0.0
Damone Clark LB - DAL,Damone Clark,LB,DAL,HOU,FA,3.0,3.0,,,,,,,,,,,,,,,0.0
Frank Clark LB - DEN O View News,Frank Clark,LB,DEN,@DEN,FA,,,,,,,,,,,,,,,,,0.0
Jadeveon Clowney LB - BAL,Jadeveon Clowney,LB,BAL,@CIN,FA,,,,,,,,,,,,,,,,,0.0
