Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Montravius Adams DL - PIT,Montravius Adams,DL,PIT,@MIA,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Myles Adams DL - SEA,Myles Adams,DL,SEA,@LAC,FA,,,,,,,,,,,,,,,1.0,,0.0
Adetomiwa Adebawore DL - IND,Adetomiwa Adebawore,DL,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jayson Ademilola DL,Jayson Ademilola,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
McTelvin Agim DL - IND,McTelvin Agim,DL,IND,@TEN,FA,,,,,,,,,,,,,,,,,0.0
Junior Aho DL - MIN,Junior Aho,DL,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jonathan Allen DL - WAS,Jonathan Allen,DL,WAS,GB,Koblenz 87ers,,,,,,,,,,,,,,,,,0.0
Zach Allen DL - DEN,Zach Allen,DL,DEN,NYJ,Slay,2.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,0.0
Bradlee Anae DL - NYJ IR,Bradlee Anae,DL,NYJ,@DEN,FA,,,,,,,,,,,,,,,,,0.0
Abdullah Anderson DL - WAS,Abdullah Anderson,DL,WAS,Bye,FA,,,,,,,,,,,,,,,,,0.0
Henry Anderson DL - CAR IR,Henry Anderson,DL,CAR,TB,FA,,,,,,,,,,,,,,,,,0.0
Ryder Anderson DL - NYG,Ryder Anderson,DL,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Anderson Jr. DL - HOU,Will Anderson Jr.,DL,HOU,Bye,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
David Anenih DL,David Anenih,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Eli Ankou DL - BUF,Eli Ankou,DL,BUF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Felix Anudike-Uzomah DL - KC,Felix,Anudike,Uzomah,Bye,FA,,,,,,,,,,,,,,,,,0.0
Arik Armstead DL - SF,Arik Armstead,DL,SF,KC,FA,,,,,,,,,,,,,,,,,0.0
Dorance Armstrong DL - DAL,Dorance Armstrong,DL,DAL,DET,FA,,2.0,,,,,1.0,,,,,,,,,,0.0
Denico Autry DL - TEN Q View News,Denico Autry,DL,TEN,IND,Magic Eulers,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,0.0
Calvin Avery DL,Calvin Avery,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
David Bada DL - WAS IR,David Bada,DL,WAS,GB,FA,,,,,,,,,,,,,,,,,0.0
Eric Banks DL - ARI,Eric Banks,DL,ARI,NO,FA,,,,,,,,,,,,,,,,,0.0
Christian Barmore DL - NE Q,Christian Barmore,DL,NE,CHI,FA,,,,,,,,,,,,,,,,,0.0
Derek Barnett DL - PHI,Derek Barnett,DL,PHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Amare Barno DL - CAR,Amare Barno,DL,CAR,TB,FA,,,,,,,,,,,,,,,,,0.0
Carlos Basham DL - NYG,Carlos Basham,DL,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Travis Bell DL - CHI,Travis Bell,DL,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Keeanu Benton DL - PIT,Keeanu Benton,DL,PIT,Bye,FA,,,,,,,,,,,,,,,,,0.0
Andrew Billings DL - CHI,Andrew Billings,DL,CHI,@NE,FA,,2.0,,,,,,,,,,,,,,,0.0
Ross Blacklock DL - JAX,Ross Blacklock,DL,JAX,Bye,FA,,,,,,,,,,,,,,,,,0.0
Angelo Blackson DL - JAX,Angelo Blackson,DL,JAX,@NE,FA,,,,,,,,,,,,,,,,,0.0
Quinton Bohanna DL - DET,Quinton Bohanna,DL,DET,DET,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Thomas Booker DL - PHI,Thomas Booker,DL,PHI,@LV,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Nick Bosa DL - SF,Nick Bosa,DL,SF,KC,Magic Eulers,4.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Trey Botts DL,Trey Botts,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Bradley-King DL - WAS,Will,Bradley,King,GB,FA,,,,,,,,,,,,,,,,,0.0
Bryan Bresee DL - NO,Bryan Bresee,DL,NO,Bye,FA,,,,,,,,,,,,,,,,,0.0
C.J. Brewer DL - TB,C.J. Brewer,DL,TB,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josiah Bronson DL,Josiah Bronson,DL,,PIT,FA,,,,,,,,,,,,,,,,,0.0
Curtis Brooks DL - WAS IR,Curtis Brooks,DL,WAS,IND,FA,,,,,,,,,,,,,,,,,0.0
Karl Brooks DL - GB,Karl Brooks,DL,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Cortez Broughton DL,Cortez Broughton,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Andrew Brown DL,Andrew Brown,DL,,@NE,FA,,,,,,,,,,,,,,,,,0.0
Bobby Brown III DL - LA,Bobby Brown III,DL,LA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Derrick Brown DL - CAR,Derrick Brown,DL,CAR,TB,Wbn Beasts,3.0,1.0,,,,,,,,,,,,,1.0,,0.0
