Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Nate Adkins TE - DEN,Nate Adkins,TE,DEN,Bye,FA,,,,,,,,,,,,,,,,0.0
Jordan Akins TE - CLE,Jordan Akins,TE,CLE,BAL,FA,,,,,,,3.0,22.0,1.0,,,,,,,0.0
Mo Alie-Cox TE - IND,Mo,Alie,Cox,@MIN,FA,,,,,,,,,,,,,,,,0.0
Austin Allen TE,Austin Allen,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Chase Allen TE Q,Chase Allen TE,Q,,PHI,FA,,,,,,,,,,,,,,,,0.0
Davis Allen TE - LA,Davis Allen,TE,LA,Bye,FA,,,,,,,,,,,,,,,,0.0
Mark Andrews TE - BAL,Mark Andrews,TE,BAL,@CLE,Slay,,,,,,,3.0,31.0,,,,,,,,0.0
J.J. Arcega-Whiteside TE,J.J.,Arcega,Whiteside,Bye,FA,,,,,,,,,,,,,,,,0.0
Dan Arnold TE,Dan Arnold,TE,,DAL,FA,,,,,,,,,,,,,,,,0.0
Devin Asiasi TE - CLE,Devin Asiasi,TE,CLE,@TB,FA,,,,,,,,,,,,,,,,0.0
John Bates TE - WAS,John Bates,TE,WAS,NYG,FA,,,,,,,,,,,,,,,,0.0
Andrew Beck TE - HOU,Andrew Beck,TE,HOU,KC,FA,,,,,1.0,,,,,,,,,,,0.0
Blake Bell TE - KC,Blake Bell,TE,KC,@HOU,FA,,,,,,,,,,,,,,,,0.0
Daniel Bellinger TE - NYG Q View News,Daniel Bellinger,TE,NYG,@WAS,FA,,,,,,,1.0,4.0,,,,,,,,0.0
Kendall Blanton TE,Kendall Blanton,TE,,@HOU,FA,,,,,,,,,,,,,,,,0.0
Nick Bowers TE - MIA,Nick Bowers,TE,MIA,@TB,FA,,,,,,,,,,,,,,,,0.0
Pharaoh Brown TE - NE,Pharaoh Brown,TE,NE,@MIN,FA,,,,,,,,,,,,,,,,0.0
Harrison Bryant TE - CLE,Harrison Bryant,TE,CLE,BAL,FA,,,,,,,2.0,7.0,,,,,,,,0.0
Matt Bushman TE - KC,Matt Bushman,TE,KC,@HOU,FA,,,,,,,,,,,,,,,,0.0
Lawrence Cager TE - NYG,Lawrence Cager,TE,NYG,@WAS,FA,,,,,,,,,,,,,,,,0.0
Grant Calcaterra TE - PHI,Grant Calcaterra,TE,PHI,@CHI,FA,,,,,,,,,,,,,,,,0.0
Stephen Carlson TE - CHI,Stephen Carlson,TE,CHI,Bye,FA,,,,,,,,,,,,,,,,0.0
Tyler Conklin TE - NYJ,Tyler Conklin,TE,NYJ,DET,FA,,,,,2.0,,1.0,7.0,,,,,,,,0.0
Tanner Conner TE - MIA,Tanner Conner,TE,MIA,Bye,FA,,,,,,,,,,,,,,,,0.0
Dominique Dafney TE Q,Dominique Dafney TE,Q,,CIN,FA,,,,,,,,,,,,,,,,0.0
Tyler Davis TE - GB IR,Tyler Davis,TE,GB,LA,W (Oct 4),,,,,,,,,,,,,,,,0.0
Derrick Deese Jr. TE,Derrick Deese Jr.,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Josiah Deguara TE - GB,Josiah Deguara,TE,GB,LA,W (Oct 4),,,,,,,,,,,,,,,,0.0
Brandon Dillon TE - WAS IR,Brandon Dillon,TE,WAS,Bye,FA,,,,,,,,,,,,,,,,0.0
Will Dissly TE - SEA Q View News,Will Dissly,TE,SEA,SF,FA,,,,,,,1.0,13.0,,,,,,,,0.0
Greg Dulcich TE - DEN IR,Greg Dulcich,TE,DEN,ARI,FA,,,,,,,1.0,11.0,,,,,,,,0.0
Payne Durham TE - TB,Payne Durham,TE,TB,Bye,FA,,,,,,,,,,,,,,,,0.0
Ross Dwelley TE - SF,Ross Dwelley,TE,SF,@SEA,FA,,,,,,,,,,,,,,,,0.0
Ben Ellefson TE,Ben Ellefson,TE,,IND,FA,,,,,,,,,,,,,,,,0.0
Evan Engram TE - JAX,Evan Engram,TE,JAX,DAL,Washington Fantasy Team,,,,,,,8.0,62.0,,,,,,,,0.0
Zach Ertz TE - ARI,Zach Ertz,TE,ARI,@DEN,Bad Wildcats Hunschat,,,,,,,,,,,,,,,,0.0
Gerald Everett TE - LAC View News,Gerald Everett,TE,LAC,TEN,FA,,,,,,,4.0,42.0,,,,,,,,0.0
Michael Ezeike TE,Michael Ezeike,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Noah Fant TE - SEA,Noah Fant,TE,SEA,SF,FA,,,,,,,5.0,32.0,1.0,,,,,,,0.0
Princeton Fant TE - DAL,Princeton Fant,TE,DAL,Bye,FA,,,,,,,,,,,,,,,,0.0
Luke Farrell TE - JAX,Luke Farrell,TE,JAX,DAL,FA,,,,,,,,,,,,,,,,0.0
Jake Ferguson TE - DAL,Jake Ferguson,TE,DAL,@JAX,FA,,,,,,,,,,,,,,,,0.0
Anthony Firkser TE,Anthony Firkser,TE,,@NO,FA,,,,,,,,,,,,,,,,0.0
Tucker Fisk TE - ATL,Tucker Fisk,TE,ATL,Bye,FA,,,,,,,,,,,,,,,,0.0
John FitzPatrick TE - ATL,John FitzPatrick,TE,ATL,@NO,FA,,,,,,,,,,,,,,,,0.0
Miller Forristall TE - LA,Miller Forristall,TE,LA,ATL,FA,,,,,,,,,,,,,,,,0.0
Jody Fortson TE - KC IR,Jody Fortson,TE,KC,@HOU,FA,,,,,,,,,,,,,,,,0.0
Cole Fotheringham TE - LV,Cole Fotheringham,TE,LV,Bye,FA,,,,,,,,,,,,,,,,0.0
Feleipe Franks TE - ATL IR,Feleipe Franks,TE,ATL,@NO,FA,,,,,,,,,,,,,,,,0.0
Pat Freiermuth TE - PIT,Pat Freiermuth,TE,PIT,@CAR,St Quintin Heidschnucken,,,,,,,,,,,,,,,,0.0
Izaiah Gathings TE,Izaiah Gathings,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Zach Gentry TE - CIN,Zach Gentry,TE,CIN,@CAR,FA,,,,,,,1.0,4.0,,,,,,,,0.0
Mike Gesicki TE - NE,Mike Gesicki,TE,NE,@LV,FA,,,,,,,1.0,5.0,,,,,,,,0.0
Reggie Gilliam TE - BUF,Reggie Gilliam,TE,BUF,MIA,FA,,,,,,,,,,,,,,,,0.0
Noah Gindorff TE,Noah Gindorff,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Dallas Goedert TE - PHI,Dallas Goedert,TE,PHI,@CHI,Koblenz 87ers,,,,,,,,,,,,,,,,0.0
Jimmy Graham TE - NO,Jimmy Graham,TE,NO,Bye,FA,,,,,,,,,,,,,,,,0.0
Kylen Granson TE - IND,Kylen Granson,TE,IND,@MIN,FA,,,,,,,2.0,34.0,,,,,,,,0.0
Noah Gray TE - KC View News,Noah Gray,TE,KC,@HOU,FA,,,,,,,3.0,31.0,,,,,,,,0.0
Thomas Greaney TE,Thomas Greaney,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Seth Green TE,Seth Green,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Nick Guggemos TE,Nick Guggemos,TE,,LA,FA,,,,,,,,,,,,,,,,0.0
Jacob Harris TE - JAX,Jacob Harris,TE,JAX,@GB,FA,,,,,,,,,,,,,,,,0.0
Griffin Hebert TE,Griffin Hebert,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Peyton Hendershot TE - DAL Q View News,Peyton Hendershot,TE,DAL,@JAX,FA,,,,,,,1.0,20.0,1.0,,,,,,,0.0
Hunter Henry TE - NE,Hunter Henry,TE,NE,@LV,FlyRamsFly,,,,,,,2.0,9.0,,,,,,,,0.0
Parker Hesse TE - ATL,Parker Hesse,TE,ATL,@NO,FA,,,,,,,,,,,,,,,,0.0
Connor Heyward TE - PIT,Connor Heyward,TE,PIT,@CAR,FA,,,,,,,,,,,,,,,,0.0
Tyler Higbee TE - LA Q View News,Tyler Higbee,TE,LA,@GB,Boppard Raiders,,,,,,,4.0,27.0,1.0,,,,,,,0.0
Julian Hill TE - MIA,Julian Hill,TE,MIA,Bye,FA,,,,,,,,,,,,,,,,0.0
Taysom Hill TE - NO,Taysom Hill,TE,NO,ATL,St Quintin Heidschnucken,2.0,80.0,1.0,,30.0,,,,,,,,,,1.0,0.0
T.J. Hockenson TE - MIN,T.J. Hockenson,TE,MIN,IND,Wbn Beasts,,,,,,,3.0,33.0,,,,,1.0,,,0.0
Curtis Hodges TE - WAS,Curtis Hodges,TE,WAS,NYG,FA,,,,,,,,,,,,,,,,0.0
Joel Honigford TE,Joel Honigford,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
Austin Hooper TE - LV,Austin Hooper,TE,LV,NE,FA,,,,,,,2.0,33.0,,,,,,,,0.0
Jesper Horsted TE - LV,Jesper Horsted,TE,LV,NE,FA,,,,,,,,,,,,,,,,0.0
O.J. Howard TE,O.J. Howard,TE,,NE,FA,,,,,,,,,,,,,,,,0.0
Tanner Hudson TE - CIN,Tanner Hudson,TE,CIN,@TB,FA,,,,,,,,,,,,,,,,0.0
Tommy Hudson TE - NO,Tommy Hudson,TE,NO,Bye,FA,,,,,,,,,,,,,,,,0.0
Hayden Hurst TE - CAR,Hayden Hurst,TE,CAR,PIT,FA,,,,,,,,,,,,,,,,0.0
Tyree Jackson TE - NYG,Tyree Jackson,TE,NYG,@CHI,FA,,,,,,,,,,,,,,,,0.0
Jesse James TE,Jesse James,TE,,Bye,FA,,,,,,,,,,,,,,,,0.0
