Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Montravius Adams DL - PIT,Montravius Adams,DL,PIT,@CIN,FA,1.0,,,,,,,,,,,,,,,,0.0
Myles Adams DL - SEA,Myles Adams,DL,SEA,DEN,FA,,,,,,,,,,,,,,,,,0.0
Adetomiwa Adebawore DL - IND,Adetomiwa Adebawore,DL,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jayson Ademilola DL,Jayson Ademilola,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
McTelvin Agim DL - IND,McTelvin Agim,DL,IND,@HOU,FA,,,,,,,,,,,,,,,,,0.0
Junior Aho DL - MIN,Junior Aho,DL,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jonathan Allen DL - WAS,Jonathan Allen,DL,WAS,JAX,Koblenz 87ers,3.0,,1.0,2.0,,,,,,,,,,,1.0,,0.0
Zach Allen DL - DEN,Zach Allen,DL,DEN,@SEA,Slay,,2.0,,,,,,,,,,,,,2.0,,0.0
Bradlee Anae DL - NYJ IR,Bradlee Anae,DL,NYJ,BAL,FA,,,,,,,,,,,,,,,,,0.0
Abdullah Anderson DL - WAS,Abdullah Anderson,DL,WAS,Bye,FA,,,,,,,,,,,,,,,,,0.0
Henry Anderson DL - CAR IR,Henry Anderson,DL,CAR,CLE,FA,2.0,,,2.0,,,,,,,,,,,,,0.0
Ryder Anderson DL - NYG,Ryder Anderson,DL,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Anderson Jr. DL - HOU,Will Anderson Jr.,DL,HOU,Bye,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
David Anenih DL,David Anenih,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Eli Ankou DL - BUF,Eli Ankou,DL,BUF,@LA,FA,,,,,,,,,,,,,,,,,0.0
Felix Anudike-Uzomah DL - KC,Felix,Anudike,Uzomah,Bye,FA,,,,,,,,,,,,,,,,,0.0
Arik Armstead DL - SF,Arik Armstead,DL,SF,@CHI,FA,2.0,,,1.0,,,,,,,,,,,,,0.0
Dorance Armstrong DL - DAL,Dorance Armstrong,DL,DAL,TB,FA,2.0,2.0,,,,,,,,,,,,,,,0.0
Denico Autry DL - TEN Q View News,Denico Autry,DL,TEN,NYG,Magic Eulers,2.0,2.0,,,,,,,,,,,,,1.0,,0.0
Calvin Avery DL,Calvin Avery,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
David Bada DL - WAS IR,David Bada,DL,WAS,JAX,FA,,,,,,,,,,,,,,,,,0.0
Eric Banks DL - ARI,Eric Banks,DL,ARI,KC,FA,,,,,,,,,,,,,,,,,0.0
Christian Barmore DL - NE Q,Christian Barmore,DL,NE,@MIA,FA,,,,,,,,,,,,,,,1.0,,0.0
Derek Barnett DL - PHI,Derek Barnett,DL,PHI,@DET,FA,,,,,,,,,,,,,,,,,0.0
Amare Barno DL - CAR,Amare Barno,DL,CAR,CLE,FA,,,,,,,,,,,,,,,,,0.0
Carlos Basham DL - NYG,Carlos Basham,DL,NYG,@LA,FA,2.0,,1.0,,1.0,,,,,,,,,1.0,2.0,21.0,0.0
Travis Bell DL - CHI,Travis Bell,DL,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Keeanu Benton DL - PIT,Keeanu Benton,DL,PIT,Bye,FA,,,,,,,,,,,,,,,,,0.0
Andrew Billings DL - CHI,Andrew Billings,DL,CHI,SF,FA,2.0,1.0,,,,,,,,,,,,,,,0.0
Ross Blacklock DL - JAX,Ross Blacklock,DL,JAX,GB,FA,,,,,,,,,,,,,,,,,0.0
Angelo Blackson DL - JAX,Angelo Blackson,DL,JAX,SF,FA,,,,,,,,,,,,,,,,,0.0
Quinton Bohanna DL - DET,Quinton Bohanna,DL,DET,TB,W (Oct 4),,2.0,,,,,,,,,,,,,,,0.0
Thomas Booker DL - PHI,Thomas Booker,DL,PHI,IND,FA,,,,,,,,,,,,,,,,,0.0
Nick Bosa DL - SF,Nick Bosa,DL,SF,@CHI,Magic Eulers,4.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,0.0
Trey Botts DL,Trey Botts,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Bradley-King DL - WAS,Will,Bradley,King,JAX,FA,,,,,,,,,,,,,,,,,0.0
Bryan Bresee DL - NO,Bryan Bresee,DL,NO,Bye,FA,,,,,,,,,,,,,,,,,0.0
C.J. Brewer DL - TB,C.J. Brewer,DL,TB,Bye,FA,,,,,,,,,,,,,,,,,0.0
Josiah Bronson DL,Josiah Bronson,DL,,NE,FA,,,,,,,,,,,,,,,,,0.0
Curtis Brooks DL - WAS IR,Curtis Brooks,DL,WAS,NYG,FA,,,,,,,,,,,,,,,,,0.0
Karl Brooks DL - GB,Karl Brooks,DL,GB,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Cortez Broughton DL,Cortez Broughton,DL,,@LA,FA,,,,,,,,,,,,,,,,,0.0
Andrew Brown DL,Andrew Brown,DL,,SF,FA,,,,,,,,,,,,,,,,,0.0
Bobby Brown III DL - LA,Bobby Brown III,DL,LA,BUF,FA,,,,,,,,,,,,,,,,,0.0
Derrick Brown DL - CAR,Derrick Brown,DL,CAR,CLE,Wbn Beasts,1.0,4.0,,,,,,,,,,,,,,,0.0
Earnest Brown IV DL - LA,Earnest Brown IV,DL,LA,BUF,FA,,,,,,,,,,,,,,,,,0.0
Shakel Brown DL - TEN IR,Shakel Brown,DL,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Taven Bryan DL - IND,Taven Bryan,DL,IND,@HOU,FA,1.0,,,,,,,,,,,,,,,,0.0
Austin Bryant DL - SF,Austin Bryant,DL,SF,@CHI,FA,1.0,,,,,,,,,,,,,1.0,,,0.0
Brandin Bryant DL,Brandin Bryant,DL,,@LA,FA,,,,,,,,,,,,,,,,,0.0
Isaiah Buggs DL - DET,Isaiah Buggs,DL,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Jonathan Bullard DL - MIN,Jonathan Bullard,DL,MIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
LaTrell Bumphus DL - SEA IR,LaTrell Bumphus,DL,SEA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Brian Burns DL - CAR,Brian Burns,DL,CAR,CLE,Magic Eulers,5.0,3.0,,,,,,,,,,,,,,,0.0
Adam Butler DL - LV,Adam Butler,DL,LV,@LAC,FA,,,,,,,,,,,,,,,,,0.0
Matthew Butler DL - LV,Matthew Butler,DL,LV,@LAC,FA,,,,,,,,,,,,,,,,,0.0
Vernon Butler DL Q,Vernon Butler DL,Q,,@TEN,FA,,,,,,,,,,,,,,,,,0.0
Kai Caesar DL,Kai Caesar,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jerron Cage DL,Jerron Cage,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Calais Campbell DL - ATL,Calais Campbell,DL,ATL,NO,GLADIATORS of NORSCHT,2.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,0.0
Jalen Carter DL - PHI,Jalen Carter,DL,PHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Zachary Carter DL - CIN,Zachary Carter,DL,CIN,PIT,FA,,,,,,,,,,,,,,,,,0.0
Jerrod Clark DL - LAC,Jerrod Clark,DL,LAC,Bye,FA,,,,,,,,,,,,,,,,,0.0
Kenny Clark DL - GB,Kenny Clark,DL,GB,@MIN,W (Oct 4),3.0,1.0,,1.0,,,,,,,,,,,2.0,,0.0
Micheal Clemons DL - NYJ,Micheal Clemons,DL,NYJ,BAL,FA,,2.0,,,,,,,,,,,,,,,0.0
Keondre Coburn DL - KC,Keondre Coburn,DL,KC,Bye,FA,,,,,,,,,,,,,,,,,0.0
L.J. Collier DL - ARI IR,L.J. Collier,DL,ARI,KC,FA,,,,,,,,,,,,,,,,,0.0
Maliek Collins DL - HOU,Maliek Collins,DL,HOU,IND,FA,2.0,2.0,,,,,,,,,,,,1.0,,,0.0
Robert Cooper DL,Robert Cooper,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Marquise Copeland DL - LA,Marquise Copeland,DL,LA,BUF,FA,,,,,,,,,,,,,,,,,0.0
Christian Covington DL - LAC,Christian Covington,DL,LAC,LV,FA,,,,,,,,,,,,,,,,,0.0
Byron Cowart DL - MIA,Byron Cowart,DL,MIA,@ARI,FA,,,,,,,,,,,,,,,,,0.0
Fletcher Cox DL - PHI,Fletcher Cox,DL,PHI,@DET,FA,,,,,,,,,,,,,,,,,0.0
Maxx Crosby DL - LV Q View News,Maxx Crosby,DL,LV,@LAC,Bad Wildcats Hunschat,8.0,2.0,,1.0,,,,,,,,,,,2.0,,0.0
DJ Dale DL,DJ Dale,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Michael Danna DL - KC,Michael Danna,DL,KC,@ARI,FA,,2.0,,,,,,,,,,,,,,,0.0
DJ Davidson DL - NYG Q,DJ Davidson,DL,NYG,@TEN,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Carl Davis DL - SEA,Carl Davis,DL,SEA,@MIA,FA,,,,,,,,,,,,,,,,,0.0
Carlos Davis DL,Carlos Davis,DL,,@CIN,FA,,,,,,,,,,,,,,,,,0.0
Domenique Davis DL - CIN,Domenique Davis,DL,CIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jordan Davis DL - PHI,Jordan Davis,DL,PHI,@DET,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Kalia Davis DL - SF,Kalia Davis,DL,SF,@CHI,FA,,,,,,,,,,,,,,,,,0.0
Raekwon Davis DL - MIA,Raekwon Davis,DL,MIA,NE,FA,,5.0,,,,,,,,,,,,,,,0.0
Sheldon Day DL - MIN,Sheldon Day,DL,MIN,GB,FA,,,,,,,,,,,,,,,,,0.0
Gervon Dexter Sr. DL - CHI,Gervon Dexter Sr.,DL,CHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Matt Dickerson DL - KC,Matt Dickerson,DL,KC,NO,FA,,,,,,,,,,,,,,,,,0.0
Michael Dogbe DL,Michael Dogbe,DL,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Aaron Donald DL - LA,Aaron Donald,DL,LA,BUF,Washington Fantasy Team,2.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0
Cory Durden DL - LA,Cory Durden,DL,LA,Bye,FA,,,,,,,,,,,,,,,,,0.0
Michael Dwumfour DL - HOU,Michael Dwumfour,DL,HOU,@CAR,FA,1.0,,,,,,,,,,,,,,1.0,,0.0
Mario Edwards DL - SEA,Mario Edwards,DL,SEA,NYG,FA,,,,,,,,,,,,,,,,,0.0
Daniel Ekuale DL - NE IR,Daniel Ekuale,DL,NE,@MIA,FA,,,,,,,,,,,,,,,,,0.0
